id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription
"47298";"47289";"ine-100v-zariadenia";"0";"0";"";"1";"núdzové napájanie";"núdzové napájanie";"nudzove-napajanie";"";"";"núdzové napájanie | PremiumStore.sk";"núdzové napájanie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47304";"47289";"ine-100v-zariadenia";"0";"0";"";"1";"eliminátor spätnej väzby";"eliminátor spätnej väzby";"eliminator-spatnej-vazby";"";"";"eliminátor spätnej väzby | PremiumStore.sk";"eliminátor spätnej väzby na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47526";"47400";"otocne-hlavy-a-skenery";"0";"0";"";"1";"Skenery";"Skenery";"skenery";"";"";"Skenery | PremiumStore.sk";"Skenery – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47562";"47400";"otocne-hlavy-a-skenery";"0";"0";"";"1";"Moving Heads Wash";"Moving Heads Wash";"moving-heads-wash";"";"";"Moving Heads Wash | PremiumStore.sk";"Moving Heads Wash: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47433";"47403";"jts";"0";"0";"";"1";"Slúchadlá";"Slúchadlá";"sluchadla-5";"";"";"JTS – Slúchadlá | PremiumStore.sk";"JTS – Slúchadlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47457";"47403";"jts";"0";"0";"";"1";"Inštrumentálne mikrofóny";"Inštrumentálne mikrofóny";"instrumentalne-mikrofony";"";"";"Inštrumentálne mikrofóny | PremiumStore.sk";"Inštrumentálne mikrofóny skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47412";"47406";"mikrofony-a-bezdrotove-systemy";"0";"0";"";"1";"Náhlavové a klopové mikrofóny";"Náhlavové a klopové mikrofóny";"nahlavove-a-klopove-mikrofony";"";"";"Náhlavové a klopové mikrofóny | PremiumStore.sk";"Náhlavové a klopové mikrofóny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47439";"47406";"mikrofony-a-bezdrotove-systemy";"0";"0";"";"1";"In-ear monitorovacie systémy";"In-ear monitorovacie systémy";"in-ear-monitorovacie-systemy";"";"";"In-ear monitorovacie systémy | PremiumStore.sk";"In-ear monitorovacie systémy skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47424";"47415";"instalacie";"0";"0";"";"1";"Konferenčné systémy";"Konferenčné systémy";"konferencne-systemy";"";"";"Konferenčné systémy | PremiumStore.sk";"Konferenčné systémy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47430";"47415";"instalacie";"0";"0";"";"1";"Príslušenstvo";"Príslušenstvo";"prislusenstvo-35";"";"";"Inštalácie – Príslušenstvo | PremiumStore.sk";"Inštalácie – Príslušenstvo: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47445";"47415";"instalacie";"0";"0";"";"1";"Tlmočnicke systémy";"Tlmočnicke systémy";"tlmocnicke-systemy";"";"";"Tlmočnicke systémy | PremiumStore.sk";"Tlmočnicke systémy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47454";"47415";"instalacie";"0";"0";"";"1";"Bezdrôtový systém pre kamery";"Bezdrôtový systém pre kamery";"bezdrotovy-system-pre-kamery";"";"";"Bezdrôtový systém pre kamery | PremiumStore.sk";"Bezdrôtový systém pre kamery – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47460";"47415";"instalacie";"0";"0";"";"1";"Systémy pre sprievodcov";"Systémy pre sprievodcov";"systemy-pre-sprievodcov";"";"";"Systémy pre sprievodcov | PremiumStore.sk";"Systémy pre sprievodcov: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47436";"47433";"sluchadla-5";"0";"0";"";"1";"Slúchadlá";"Slúchadlá";"sluchadla-6";"";"";"Slúchadlá – Slúchadlá | PremiumStore.sk";"Slúchadlá – Slúchadlá – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47442";"47433";"sluchadla-5";"0";"0";"";"1";"In-ear slúchadlá";"In-ear slúchadlá";"in-ear-sluchadla";"";"";"In-ear slúchadlá | PremiumStore.sk";"In-ear slúchadlá: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47547";"47463";"reflektory-par";"0";"0";"";"1";"LED reflektory";"LED reflektory";"led-reflektory-2";"";"";"Reflektory PAR – LED reflektory | PremiumStore.sk";"Reflektory PAR – LED reflektory – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47550";"47463";"reflektory-par";"0";"0";"";"1";"príslušenstvo";"príslušenstvo";"prislusenstvo-36";"";"";"Reflektory PAR – príslušenstvo | PremiumStore.sk";"Reflektory PAR – príslušenstvo: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47574";"47463";"reflektory-par";"0";"0";"";"1";"LED reflektory exteriérové";"LED reflektory exteriérové";"led-reflektory-exterierove";"";"";"LED reflektory exteriérové | PremiumStore.sk";"LED reflektory exteriérové: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47505";"47502";"bzbgear";"0";"0";"";"1";"HDMI spracovanie a distribúcia";"HDMI spracovanie a distribúcia";"hdmi-spracovanie-a-distribucia";"";"";"HDMI spracovanie a distribúcia | PremiumStore.sk";"HDMI spracovanie a distribúcia skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47535";"47514";"specialne-efekty-a-naplne";"0";"0";"";"1";"Výrobníky hmly";"Výrobníky hmly";"vyrobniky-hmly";"";"";"Výrobníky hmly | PremiumStore.sk";"Výrobníky hmly v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47565";"47514";"specialne-efekty-a-naplne";"0";"0";"";"1";"Výrobníky snehu";"Výrobníky snehu";"vyrobniky-snehu";"";"";"Výrobníky snehu | PremiumStore.sk";"Výrobníky snehu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47568";"47514";"specialne-efekty-a-naplne";"0";"0";"";"1";"Ohňostroje";"Ohňostroje";"ohnostroje";"";"";"Ohňostroje | PremiumStore.sk";"Ohňostroje – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"48369";"47514";"specialne-efekty-a-naplne";"0";"0";"";"1";"Pyrotechnické efekty (ohňostroje)";"Pyrotechnické efekty (ohňostroje)";"pyrotechnicke-efekty--ohnostroje";"";"";"";"";
"47541";"47538";"lasery";"0";"0";"";"1";"Multicolor Laser";"Multicolor Laser";"multicolor-laser";"";"";"Multicolor Laser | PremiumStore.sk";"Multicolor Laser – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47559";"47538";"lasery";"0";"0";"";"1";"Multipoint Laser a Gobo";"Multipoint Laser a Gobo";"multipoint-laser-a-gobo";"";"";"Multipoint Laser a Gobo | PremiumStore.sk";"Multipoint Laser a Gobo na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47580";"47538";"lasery";"0";"0";"";"1";"Green Laser";"Green Laser";"green-laser";"";"";"Green Laser | PremiumStore.sk";"Green Laser v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47583";"47538";"lasery";"0";"0";"";"1";"Red Laser";"Red Laser";"red-laser";"";"";"Red Laser | PremiumStore.sk";"Red Laser v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47586";"47538";"lasery";"0";"0";"";"1";"Blue Laser";"Blue Laser";"blue-laser";"";"";"Blue Laser | PremiumStore.sk";"Blue Laser na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47598";"47595";"ostatne-27";"0";"0";"";"1";"Káble";"Káble";"kable-5";"";"";"Ostatné – Káble | PremiumStore.sk";"Ostatné – Káble skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47673";"47595";"ostatne-27";"0";"0";"";"1";"400V";"400V";"400v";"";"";"400V | PremiumStore.sk";"400V v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47601";"47598";"kable-5";"0";"0";"";"1";"Koaxiálne";"Koaxiálne";"koaxialne";"";"";"Koaxiálne | PremiumStore.sk";"Koaxiálne skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47784";"47604";"led-osvetlenie";"0";"0";"";"1";"Núdzové osvetlenie";"Núdzové osvetlenie";"nudzove-osvetlenie";"";"";"Núdzové osvetlenie | PremiumStore.sk";"Núdzové osvetlenie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47919";"47604";"led-osvetlenie";"0";"0";"";"1";"Kúpeľňové osvetlenie";"Kúpeľňové osvetlenie";"kupelnove-osvetlenie";"";"";"Kúpeľňové osvetlenie | PremiumStore.sk";"Kúpeľňové osvetlenie skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47613";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Viaczásuvkové";"Viaczásuvkové";"viaczasuvkove";"";"";"Viaczásuvkové | PremiumStore.sk";"Viaczásuvkové – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47622";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Výsuvné a vstavané zásuvky";"Výsuvné a vstavané zásuvky";"vysuvne-a-vstavane-zasuvky";"";"";"Výsuvné a vstavané zásuvky | PremiumStore.sk";"Výsuvné a vstavané zásuvky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47637";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Navíjacie bubny";"Navíjacie bubny";"navijacie-bubny";"";"";"Navíjacie bubny | PremiumStore.sk";"Navíjacie bubny na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47712";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Jednozásuvkové";"Jednozásuvkové";"jednozasuvkove";"";"";"Jednozásuvkové | PremiumStore.sk";"Jednozásuvkové: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47733";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Prepäťové ochrany";"Prepäťové ochrany";"prepatove-ochrany-3";"";"";"Predlžovacie káble a zásuvky – Prepäťové ochrany | PremiumStore.sk";"Predlžovacie káble a zásuvky – Prepäťové ochrany skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47835";"47610";"predlzovacie-kable-a-zasuvky";"0";"0";"";"1";"Záhradné stĺpiky";"Záhradné stĺpiky";"zahradne-stlpiky";"";"";"Záhradné stĺpiky | PremiumStore.sk";"Záhradné stĺpiky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47616";"47613";"viaczasuvkove";"0";"0";"";"1";"Ostatné";"Ostatné";"ostatne-28";"";"";"Viaczásuvkové – Ostatné | PremiumStore.sk";"Viaczásuvkové – Ostatné v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47709";"47613";"viaczasuvkove";"0";"0";"";"1";"Klasické";"Klasické";"klasicke";"";"";"Klasické | PremiumStore.sk";"Klasické: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47844";"47640";"230v";"0";"0";"";"1";"Držiaky zásuviek";"Držiaky zásuviek";"drziaky-zasuviek";"";"";"Držiaky zásuviek | PremiumStore.sk";"Držiaky zásuviek – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47703";"47667";"izolacny-material";"0";"0";"";"1";"Káblové príchytky";"Káblové príchytky";"kablove-prichytky-3";"";"";"Káblové príchytky | PremiumStore.sk";"Káblové príchytky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47886";"47667";"izolacny-material";"0";"0";"";"1";"Izolačné PVC pásky";"Izolačné PVC pásky";"izolacne-pvc-pasky";"";"";"Izolačné PVC pásky | PremiumStore.sk";"Izolačné PVC pásky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47913";"47691";"priemyselne-led-osvetlenie";"0";"0";"";"1";"LED lineárne osvetlenie";"LED lineárne osvetlenie";"led-linearne-osvetlenie";"";"";"LED lineárne osvetlenie | PremiumStore.sk";"LED lineárne osvetlenie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47715";"47712";"jednozasuvkove";"0";"0";"";"1";"Jednozásuvkové  400V";"Jednozásuvkové  400V";"jednozasuvkove--400v";"";"";"Jednozásuvkové  400V | PremiumStore.sk";"Jednozásuvkové  400V v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47781";"47712";"jednozasuvkove";"0";"0";"";"1";"Jednozásuvkové 230V";"Jednozásuvkové 230V";"jednozasuvkove-230v";"";"";"Jednozásuvkové 230V | PremiumStore.sk";"Jednozásuvkové 230V v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47928";"47736";"autoprislusenstvo";"0";"0";"";"1";"Měniče napätia";"Měniče napätia";"menice-napatia-2";"";"";"Měniče napätia | PremiumStore.sk";"Měniče napätia: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47820";"47745";"led-panely-a-podhladova-svetla";"0";"0";"";"1";"Příslušenstvo";"Příslušenstvo";"prislusenstvo-39";"";"";"Příslušenstvo | PremiumStore.sk";"Příslušenstvo – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48462";"47745";"led-panely-a-podhladova-svetla";"0";"0";"";"1";"Príslušenstvo k LED panelom";"Príslušenstvo k LED panelom";"prislusenstvo-k-led-panelom";"";"";"";"";
"47778";"47775";"dezinfekcne-lampy";"0";"0";"";"1";"Ozónové";"Ozónové";"ozonove";"";"";"Ozónové | PremiumStore.sk";"Ozónové na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47877";"47775";"dezinfekcne-lampy";"0";"0";"";"1";"Bezozónové";"Bezozónové";"bezozonove";"";"";"Bezozónové | PremiumStore.sk";"Bezozónové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47898";"47775";"dezinfekcne-lampy";"0";"0";"";"1";"Príslušenstvo, náhradné diely";"Príslušenstvo, náhradné diely";"prislusenstvo--nahradne-diely";"";"";"Príslušenstvo, náhradné diely | PremiumStore.sk";"Príslušenstvo, náhradné diely na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47883";"47799";"rucne-aku-naradie";"0";"0";"";"1";"Pily";"Pily";"pily-4";"";"";"Pily | PremiumStore.sk";"Pily v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47922";"47799";"rucne-aku-naradie";"0";"0";"";"1";"Nožnice";"Nožnice";"noznice-2";"";"";"Ručné AKU náradie – Nožnice | PremiumStore.sk";"Ručné AKU náradie – Nožnice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47808";"47805";"vypinace-a-zasuvky";"0";"0";"";"1";"Slim";"Slim";"slim";"";"";"Slim | PremiumStore.sk";"Slim – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47931";"47805";"vypinace-a-zasuvky";"0";"0";"";"1";"Do vlhka";"Do vlhka";"do-vlhka";"";"";"Do vlhka | PremiumStore.sk";"Do vlhka: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47859";"47850";"meracia-technika";"0";"0";"";"1";"Laserové merače vzdialenosti";"Laserové merače vzdialenosti";"laserove-merace-vzdialenosti";"";"";"Laserové merače vzdialenosti | PremiumStore.sk";"Laserové merače vzdialenosti: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47865";"47850";"meracia-technika";"0";"0";"";"1";"Teplomery";"Teplomery";"teplomery-4";"";"";"Meracia technika – Teplomery | PremiumStore.sk";"Meracia technika – Teplomery skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47880";"47850";"meracia-technika";"0";"0";"";"1";"Laserové vodováhy";"Laserové vodováhy";"laserove-vodovahy";"";"";"Laserové vodováhy | PremiumStore.sk";"Laserové vodováhy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47967";"47958";"hodiny-a-budiky-3";"0";"0";"";"1";"Časovače, minútky";"Časovače, minútky";"casovace--minutky-2";"";"";"Hodiny a budíky – Časovače, minútky | PremiumStore.sk";"Hodiny a budíky – Časovače, minútky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48012";"48000";"karavany-a-obytna-auta";"0";"0";"";"1";"Grily a variče";"Grily a variče";"grily-a-varice-2";"";"";"";"";
"48033";"48000";"karavany-a-obytna-auta";"0";"0";"";"1";"Mobilné TV a SAT antény";"Mobilné TV a SAT antény";"mobilne-tv-a-sat-anteny-2";"";"";"";"";
"48039";"48000";"karavany-a-obytna-auta";"0";"0";"";"1";"Kempingový nábytok";"Kempingový nábytok";"kempingovy-nabytok-2";"";"";"";"";
"48042";"48000";"karavany-a-obytna-auta";"0";"0";"";"1";"Redukcie a adaptéry";"Redukcie a adaptéry";"redukcie-a-adaptery-3";"";"";"";"";
"48048";"48000";"karavany-a-obytna-auta";"0";"0";"";"1";"Televízory na 12V";"Televízory na 12V";"televizory-na-12v-3";"";"";"";"";
"48051";"48021";"nosice-kol";"0";"0";"";"1";"Střešní nosiče";"Střešní nosiče";"stresni-nosice-2";"";"";"";"";
"48060";"48021";"nosice-kol";"0";"0";"";"1";"Nosiče na tažné zariadenie";"Nosiče na tažné zariadenie";"nosice-na-tazne-zariadenie-2";"";"";"";"";
"48036";"48033";"mobilne-tv-a-sat-anteny-2";"0";"0";"";"1";"Antény pre DVB-T2 príjem";"Antény pre DVB-T2 príjem";"anteny-pre-dvb-t2-prijem-2";"";"";"";"";
"48105";"48099";"hudobne-nastroje-a-prislusenstvo";"0";"0";"";"1";"Klávesové zosilňovače";"Klávesové zosilňovače";"klavesove-zosilnovace";"";"";"";"";
"48108";"48099";"hudobne-nastroje-a-prislusenstvo";"0";"0";"";"1";"MIDI kontroléry";"MIDI kontroléry";"midi-kontrolery";"";"";"";"";
"48111";"48099";"hudobne-nastroje-a-prislusenstvo";"0";"0";"";"1";"Gitarové ladičky";"Gitarové ladičky";"gitarove-ladicky";"";"";"";"";
"48114";"48099";"hudobne-nastroje-a-prislusenstvo";"0";"0";"";"1";"Basové zosilňovače a reproduktory";"Basové zosilňovače a reproduktory";"basove-zosilnovace-a-reproduktory";"";"";"";"";
