id;parentId;depth;is_leaf;visible;full_path;url;direct_products;subtree_products;empty
40062;39567;3;1;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Variče vajec;varice-vajec;0;0;1
40467;39567;3;1;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Sous-Vide;sous-vide;0;0;1
40500;39567;3;1;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Pomalé hrnce;pomale-hrnce;13;13;0
39579;39576;3;1;1;Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Vákuovačky a zváračky;vakuovacky-a-zvaracky;47;47;0
40287;39576;3;1;1;Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky;prislusenstvo-pre-vakuovacky-a-zvaracky;18;18;0
39585;39582;1;0;1;Zdravie a starostlivosť > Starostlivosť o zuby;starostlivost-o-zuby;0;130;0
39591;39582;1;0;1;Zdravie a starostlivosť > Starostlivosť o vlasy;starostlivost-o-vlasy;6;222;0
39660;39582;1;0;1;Zdravie a starostlivosť > Holiace strojčeky;holiace-strojceky;11;38;0
39810;39582;1;1;1;Zdravie a starostlivosť > Elektrické deky;elektricke-deky;0;0;1
39924;39582;1;0;1;Zdravie a starostlivosť > Starostlivosť o zdravie;starostlivost-o-zdravie;11;11;0
39996;39582;1;1;1;Zdravie a starostlivosť > Elektrické manikúry a pedikúry;elektricke-manikury-a-pedikury;0;0;1
40281;39582;1;1;1;Zdravie a starostlivosť > Stop koronavírusu;stop-koronavirusu;0;0;1
40308;39582;1;1;1;Zdravie a starostlivosť > Osobné váhy;osobne-vahy;36;36;0
40371;39582;1;0;1;Zdravie a starostlivosť > Parfumy a kozmetika;parfumy-a-kozmetika;0;0;1
40452;39582;1;1;1;Zdravie a starostlivosť > Čistenie pleti;cistenie-pleti;0;0;1
40461;39582;1;0;1;Zdravie a starostlivosť > Masážne prístroje;masazne-pristroje;0;0;1
40479;39582;1;0;1;Zdravie a starostlivosť > Starostlivosť o dieťa;starostlivost-o-dieta;11;11;0
40749;39582;1;0;1;Zdravie a starostlivosť > Chovateľské potreby;chovatelske-potreby;36;186;0
45972;39582;1;0;0;Zdravie a starostlivosť > Holiace strojčeky a zastrihávače;holiace-strojceky-a-zastrihavace;0;0;1
45978;39582;1;1;1;Zdravie a starostlivosť > Starostlivosť o pleť;starostlivost-o-plet;0;0;1
46035;39582;1;0;1;Zdravie a starostlivosť > Prístroje na tvár;pristroje-na-tvar;3;14;0
46080;39582;1;0;1;Zdravie a starostlivosť > Sonické zubné kefky;sonicke-zubne-kefky;0;0;1
46086;39582;1;1;1;Zdravie a starostlivosť > Osobná starostlivosť;osobna-starostlivost;0;0;1
