depth;full_path;url
3;Audio-Video > Prehrávače > MP3 / MP4 prehrávače;https://www.planeo.sk/mp3-mp4-prehravace
3;Audio-Video > Prehrávače > Mikrosystémy a minisystémy;https://www.planeo.sk/mikrosystemy-a-minisystemy
3;Audio-Video > Prehrávače > Multimediálne centrá | Smart TV boxy;https://www.planeo.sk/multimedialne-centrum
3;Audio-Video > Prehrávače > Odporúčané prehrávače;https://www.planeo.sk/odporucane-prehravace
3;Audio-Video > Prehrávače > Prehrávače - výpredaj, akcie, zľavy;https://www.planeo.sk/prehravace-vypredaj-akcie-zlavy
3;Audio-Video > Prehrávače > Systémy domáceho kina;https://www.planeo.sk/systemy-domaceho-kina
3;Audio-Video > Prehrávače > Video prehrávače;https://www.planeo.sk/video-prehravace
2;Audio-Video > Príslušenstvo CE;https://www.planeo.sk/prislusenstvo-ce
3;Audio-Video > Príslušenstvo CE > Antény a držiaky;https://www.planeo.sk/anteny-a-drziaky
3;Audio-Video > Príslušenstvo CE > Diaľkové ovládače;https://www.planeo.sk/dialkove-ovladace
3;Audio-Video > Príslušenstvo CE > Držiaky a stojany;https://www.planeo.sk/drziaky-a-stojany
3;Audio-Video > Príslušenstvo CE > Koaxiálne káble / Anténne káble;https://www.planeo.sk/koaxialne-kable
3;Audio-Video > Príslušenstvo CE > Príslušenstvo k TV;https://www.planeo.sk/prislusenstvo-k-tv
3;Audio-Video > Príslušenstvo CE > Príslušenstvo k audio;https://www.planeo.sk/prislusenstvo-k-audio
3;Audio-Video > Príslušenstvo CE > Príslušenstvo k satelitom;https://www.planeo.sk/prislusenstvo-k-satelitom
2;Audio-Video > Receiver;https://www.planeo.sk/receiver
2;Audio-Video > Reproduktory;https://www.planeo.sk/reproduktory
3;Audio-Video > Reproduktory > Aktívne reproduktory;https://www.planeo.sk/aktivne-reproduktory
3;Audio-Video > Reproduktory > Bezdrôtové reproduktory;https://www.planeo.sk/bezdrotove-reproduktory
3;Audio-Video > Reproduktory > HiFi reproduktory;https://www.planeo.sk/hifi-reproduktory
3;Audio-Video > Reproduktory > Lacné reproduktory;https://www.planeo.sk/lacne-reproduktory
3;Audio-Video > Reproduktory > Mini reproduktory;https://www.planeo.sk/mini-reproduktory
3;Audio-Video > Reproduktory > Prenosné reproduktory;https://www.planeo.sk/prenosne-reproduktory
3;Audio-Video > Reproduktory > Párty reproduktory;https://www.planeo.sk/party-reproduktory
3;Audio-Video > Reproduktory > Reproduktory - výpredaj, akcie, zľavy;https://www.planeo.sk/reproduktory-vypredaj-akcie-zlavy
3;Audio-Video > Reproduktory > Reproduktory do auta;https://www.planeo.sk/reproduktory-do-auta
3;Audio-Video > Reproduktory > Reproduktory k mobilu;https://www.planeo.sk/reproduktory-k-mobilu
3;Audio-Video > Reproduktory > Reproduktory k počítaču;https://www.planeo.sk/reproduktory-k-pocitacu
3;Audio-Video > Reproduktory > Reproduktory k televízoru;https://www.planeo.sk/reproduktory-k-tv
3;Audio-Video > Reproduktory > Reproduktory podľa značky;https://www.planeo.sk/reproduktory-podla-znacky
3;Audio-Video > Reproduktory > Reproduktory s rádiom;https://www.planeo.sk/reproduktory-s-radiom
3;Audio-Video > Reproduktory > Soundbary;https://www.planeo.sk/soundbary
3;Audio-Video > Reproduktory > Subwoofery;https://www.planeo.sk/subwoofery
2;Audio-Video > Rádiá;https://www.planeo.sk/radia
3;Audio-Video > Rádiá > Digitálne rádia DAB+;https://www.planeo.sk/digitalne-radia-dabplus
3;Audio-Video > Rádiá > Internetové rádiá;https://www.planeo.sk/internetove-radia
3;Audio-Video > Rádiá > Odporúčané rádiá;https://www.planeo.sk/odporucane-radia
3;Audio-Video > Rádiá > Prenosné rádiá;https://www.planeo.sk/prenosne-radia
3;Audio-Video > Rádiá > Retro rádiá;https://www.planeo.sk/retro-radia
3;Audio-Video > Rádiá > Rádia podľa značky;https://www.planeo.sk/radia-podla-znacky
3;Audio-Video > Rádiá > Rádiobudíky;https://www.planeo.sk/radiobudiky
3;Audio-Video > Rádiá > Rádiomagnetofóny;https://www.planeo.sk/radiomagnetofony
3;Audio-Video > Rádiá > Rádiá do kuchyne;https://www.planeo.sk/kuchynske-radia
3;Audio-Video > Rádiá > Rádiá s CD a USB;https://www.planeo.sk/radia-s-cd-a-usb
3;Audio-Video > Rádiá > Rádiá s CD prehrávačom;https://www.planeo.sk/radia-s-cd-prehravacom
3;Audio-Video > Rádiá > Rádiá s USB;https://www.planeo.sk/radia-s-usb
2;Audio-Video > Satelitný a pozemný príjem;https://www.planeo.sk/satelitny-a-pozemny-prijem
3;Audio-Video > Satelitný a pozemný príjem > Anténne držiaky;https://www.planeo.sk/Antenne-drziaky
3;Audio-Video > Satelitný a pozemný príjem > Antény s LTE filtrom;https://www.planeo.sk/anteny-s-lte-filtrom
3;Audio-Video > Satelitný a pozemný príjem > DVB-T prijímače;https://www.planeo.sk/dvb-t-prijimace
3;Audio-Video > Satelitný a pozemný príjem > DVB-T2 antény;https://www.planeo.sk/dvb-t2-anteny
3;Audio-Video > Satelitný a pozemný príjem > Izbové antény;https://www.planeo.sk/izbove-anteny
3;Audio-Video > Satelitný a pozemný príjem > Konvertory - lnb;https://www.planeo.sk/konvertory-lnb
3;Audio-Video > Satelitný a pozemný príjem > Moduly a karty;https://www.planeo.sk/moduly-a-karty
3;Audio-Video > Satelitný a pozemný príjem > Satelitné paraboly;https://www.planeo.sk/paraboly
3;Audio-Video > Satelitný a pozemný príjem > Satelitné prijímače;https://www.planeo.sk/satelitne-prijimace
3;Audio-Video > Satelitný a pozemný príjem > Vonkajšie antény;https://www.planeo.sk/vonkajsie-anteny
2;Audio-Video > Soundbary;https://www.planeo.sk/soundbary
3;Audio-Video > Soundbary > Bluetooth soundbary;https://www.planeo.sk/bluetooth-soundbary
3;Audio-Video > Soundbary > Lacné soundbary;https://www.planeo.sk/lacne-soundbary
3;Audio-Video > Soundbary > Odporúčané soundbary;https://www.planeo.sk/odporucane-soundbary
3;Audio-Video > Soundbary > Soundbary  - výpredaj, akcie, zľavy;https://www.planeo.sk/soundbary-vypredaj-akcie-zlavy
3;Audio-Video > Soundbary > Soundbary 2.0;https://www.planeo.sk/soundbary-2-0
3;Audio-Video > Soundbary > Soundbary 2.1;https://www.planeo.sk/soundbary-2-1
