"Requested_prod_id","Requested_GTIN(EAN/UPC)","Requested_Icecat_id","ErrorMessage","Supplier","Prod_id","Icecat_id","GTIN(EAN/UPC)","Category","CatId","ProductFamily","ProductSeries","Model","Updated","Quality","On_Market","Product_Views","HighPic","HighPic Resolution","LowPic","Pic500x500","ThumbPic","Folder_PDF","Folder_Manual_PDF","ProductTitle","ShortDesc","ShortSummaryDescription","LongSummaryDescription","LongDesc","Short Marketing Text","SEO Title","SEO Description","SEO Keywords","ProductGallery","ProductGallery Resolution","ProductGallery ExpirationDate","360","EU Energy Label","EU Product Fiche","PDF","Video/mp4","Other Multimedia","ProductMultimediaObject ExpirationDate","ReasonsToBuy","Bullet Points","Variant_prod_id","Variant_GTIN(EAN/UPC)","EPREL ID","Your product ID","Specs 1","Specs 2","Specs 3","Specs 4","Specs 5","Specs 6","Specs 7","Specs 8","Specs 9","Specs 10","Specs 11","Specs 12","Specs 13","Specs 14","Specs 15","Specs 16","Specs 17","Specs 18","Specs 19","Specs 20","Specs 21","Specs 22","Specs 23","Specs 24","Specs 25","Specs 26","Specs 27","Specs 28","Specs 29","Specs 30","Specs 31","Specs 32","Specs 33","Specs 34","Specs 35","Specs 36","Specs 37","Specs 38","Specs 39","Specs 40","Specs 41","Specs 42","Specs 43","Specs 44","Specs 45","Specs 46","Specs 47","Specs 48","Specs 49","Specs 50","Specs 51","Specs 52","Specs 53","Specs 54","Specs 55","Specs 56","Specs 57","Specs 58","Specs 59","Specs 60","Specs 61","Specs 62","Specs 63","Specs 64","Specs 65","Specs 66","Specs 67","Specs 68","Specs 69","Specs 70","Specs 71","Specs 72","Specs 73","Specs 74","Specs 75","Specs 76","Specs 77","Specs 78","Specs 79","Specs 80","Specs 81","Specs 82","Specs 83","Specs 84","Specs 85","Specs 86","Specs 87","Specs 88","Specs 89","Specs 90","Specs 91","Specs 92","Specs 93","Specs 94","Specs 95","Specs 96","Specs 97","Specs 98","Specs 99","Specs 100","Specs 101","Specs 102","Specs 103","Specs 104","Specs 105","Specs 106","Specs 107","Specs 108","Specs 109","Specs 110","Specs 111","Specs 112","Specs 113","Specs 114","Specs 115","Specs 116","Specs 117","Specs 118","Specs 119","Specs 120","Specs 121","Specs 122","Specs 123","Specs 124","Specs 125","Specs 126","Specs 127","Specs 128","Specs 129","Specs 130","Specs 131","Specs 132","Specs 133","Specs 134","Specs 135","Specs 136","Specs 137","Specs 138","Specs 139","Specs 140","Specs 141","Specs 142","Specs 143","Specs 144","Specs 145","Specs 146","Specs 147","Specs 148","Specs 149","Specs 150","Specs 151","Specs 152","Specs 153","Specs 154","Specs 155","Specs 156","Specs 157","Specs 158","Specs 159","Specs 160","Specs 161","Specs 162","Specs 163","Specs 164","Specs 165","Specs 166","Specs 167","Specs 168","Specs 169","Specs 170","Specs 171","Specs 172","Specs 173","Specs 174","Specs 175","Specs 176","Specs 177","Specs 178","Specs 179","Specs 180","Specs 181","Specs 182","Specs 183","Specs 184","Specs 185","Specs 186","Specs 187","Specs 188","Specs 189","Specs 190","Specs 191","Specs 192","Specs 193","Specs 194","Specs 195","Specs 196","Specs 197","Specs 198","Specs 199","Specs 200","Specs 201","Specs 202","Specs 203","Specs 204","Specs 205","Specs 206","Specs 207","Specs 208","Specs 209","Specs 210","Specs 211","Specs 212","Specs 213","Specs 214","Specs 215","Specs 216","Specs 217","Specs 218","Specs 219","Specs 220","Specs 221","Specs 222","Specs 223","Specs 224","Specs 225","Specs 226","Specs 227","Specs 228","Specs 229","Specs 230","Specs 231","Specs 232","Specs 233","Specs 234","Specs 235","Specs 236","Specs 237","Specs 238","Specs 239","Specs 240","Specs 241"
"","8690842088292","36648874","","Beko","DTC36610W","36648874","8690842088292","Umývačky na riad","1324","","","DTC36610W","20250316115658","ICECAT","1","40429","https://images.icecat.biz/img/gallery/36648874_6339475235.jpg","1500x1500","https://images.icecat.biz/img/gallery_lows/36648874_6339475235.jpg","https://images.icecat.biz/img/gallery_mediums/36648874_6339475235.jpg","https://images.icecat.biz/img/gallery_thumbs/36648874_6339475235.jpg","https://icecat.biz/rest/product-pdf?productId=36648874&lang=sk","","Beko DTC36610W umývačka na riad Na pracovnú dosku 6 miest","","Beko DTC36610W, Na pracovnú dosku, Kompaktné, Biela, Košík, Nerezová oceľ, 6 miest","Beko DTC36610W. Umiestnenie spotrebiča: Na pracovnú dosku, Rozmery výrobku: Kompaktné, Farba dverí: Biela. Počet miest: 6 miest, Úroveň hluku: 49 dB, Umývacie programy: Eko, Sklo / jemný, Intenzívny, Normálny, Rýchly. Spotreba vody na cyklus: 6,5 L, Trieda energetickej účinnosti (stará): A+, Spotreba energie na cyklus: 0,61 kWh. Šírka: 550 mm, Hĺbka: 500 mm, Výška: 438 mm. Trieda účinnosti sušenia: A, Ročná spotreba energie: 174 kWh, Ročná spotreba vody: 1820 L","","","","","","https://images.icecat.biz/img/gallery/36648874_6339475235.jpg","1500x1500","","","https://objects.icecat.biz/objects/mmo_36648874_1609238206_125_50878.jpg|https://objects.icecat.biz/objects/36648874_18216820.pdf","","","","","","","","","","","310340016100","Dizajn","Umiestnenie spotrebiča: Na pracovnú dosku","Rozmery výrobku: Kompaktné","Farba dverí: Biela","Vstavaný displej: Áno","Typ príborovej priehradky: Košík","Materiál vane: Nerezová oceľ","Výkon","Počet miest: 6 miest","Počet pracích programov: 6","Úroveň hluku: 49 dB","Umývacie programy: Eko, Sklo / jemný, Intenzívny, Normálny, Rýchly","Doba cyklu: 180 min","Ochrana proti pretečeniu: Áno","Systém sušenia: Statický","Sklenená ochrana: Áno","Ergonómia","Ukazovateľ soli: Áno","Ukazovateľ leštidla: Áno","Sila","Spotreba vody na cyklus: 6,5 L","Trieda energetickej účinnosti (stará): A+","Spotreba energie na cyklus: 0,61 kWh","Spotreba energie (vypnuté): 0,45 W","Vstupné striedavé napätie: 220-240 V","Frekvencia vstupného striedavého napätia: 50 Hz","Hmotnosť a rozmery","Šírka: 550 mm","Hĺbka: 500 mm","Výška: 438 mm","Hmotnosť: 21,5 kg","Hĺbka s otvorenými dverami: 81,2 cm","Ďalšie vlastnosti","Trieda účinnosti sušenia: A","Ročná spotreba energie: 174 kWh","Ročná spotreba vody: 1820 L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8690842090042","36648877","","Beko","DTC36810W","36648877","8690842090042","Umývačky na riad","1324","","","DTC36810W","20250316115651","ICECAT","1","27003","https://images.icecat.biz/img/gallery/36648877_0566934227.jpg","1500x1500","https://images.icecat.biz/img/gallery_lows/36648877_0566934227.jpg","https://images.icecat.biz/img/gallery_mediums/36648877_0566934227.jpg","https://images.icecat.biz/img/gallery_thumbs/36648877_0566934227.jpg","https://icecat.biz/rest/product-pdf?productId=36648877&lang=sk","","Beko DTC36810W umývačka na riad Na pracovnú dosku 8 miest","","Beko DTC36810W, Na pracovnú dosku, Kompaktné, Biela, Košík, Plast / nehrdzavejúca oceľ, 8 miest","Beko DTC36810W. Umiestnenie spotrebiča: Na pracovnú dosku, Rozmery výrobku: Kompaktné, Farba dverí: Biela. Počet miest: 8 miest, Úroveň hluku: 49 dB, Umývacie programy: Eko, Sklo / jemný, Intenzívny, Normálny, Rýchly. Spotreba vody na cyklus: 8 L, Trieda energetickej účinnosti (stará): A+, Spotreba energie na cyklus: 0,72 kWh. Šírka: 550 mm, Hĺbka: 500 mm, Výška: 595 mm. Trieda účinnosti sušenia: A, Ročná spotreba energie: 205 kWh, Ročná spotreba vody: 2240 L","","","","","","https://images.icecat.biz/img/gallery/36648877_0566934227.jpg","1500x1500","","","https://objects.icecat.biz/objects/mmo_36648877_1609238239_8909_58.jpg|https://objects.icecat.biz/objects/36648877_18216833.pdf","","","","","","","","","","","310340026100","Dizajn","Umiestnenie spotrebiča: Na pracovnú dosku","Rozmery výrobku: Kompaktné","Farba dverí: Biela","Vstavaný displej: Áno","Typ príborovej priehradky: Košík","Materiál vane: Plast / nehrdzavejúca oceľ","Výkon","Počet miest: 8 miest","Počet pracích programov: 6","Úroveň hluku: 49 dB","Umývacie programy: Eko, Sklo / jemný, Intenzívny, Normálny, Rýchly","Doba cyklu: 185 min","Ochrana proti pretečeniu: Áno","Systém sušenia: Statický","Ergonómia","Ukazovateľ soli: Áno","Ukazovateľ leštidla: Áno","Sila","Spotreba vody na cyklus: 8 L","Trieda energetickej účinnosti (stará): A+","Spotreba energie na cyklus: 0,72 kWh","Spotreba energie (vypnuté): 0,45 W","Vstupné striedavé napätie: 220-240 V","Frekvencia vstupného striedavého napätia: 50 Hz","Hmotnosť a rozmery","Šírka: 550 mm","Hĺbka: 500 mm","Výška: 595 mm","Hmotnosť: 25,5 kg","Hĺbka s otvorenými dverami: 96,4 cm","Ďalšie vlastnosti","Trieda účinnosti sušenia: A","Ročná spotreba energie: 205 kWh","Ročná spotreba vody: 2240 L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8690842347955","9465689","","Beko","7725588304","9465689","8690769831148|8690842347955","Varné dosky","1864","","","HDCG 32220 FX","20260802050850","ICECAT","1","141341","https://images.icecat.biz/img/gallery/adaaedb8d6615e6b32910087a76e39aa.jpg","2000x3539","https://images.icecat.biz/img/gallery_lows/adaaedb8d6615e6b32910087a76e39aa.jpg","https://images.icecat.biz/img/gallery_mediums/adaaedb8d6615e6b32910087a76e39aa.jpg","https://images.icecat.biz/img/gallery_thumbs/adaaedb8d6615e6b32910087a76e39aa.jpg","https://icecat.biz/rest/product-pdf?productId=9465689&lang=sk","","Beko HDCG 32220 FX Nerezová oceľ Vstavaný 29 cm Plynový 2 zone(s)","","Beko HDCG 32220 FX, Nerezová oceľ, Vstavaný, 29 cm, Plynový, Nerezová oceľ, 2 zone(s)","Beko HDCG 32220 FX. Farba: Nerezová oceľ, Umiestnenie spotrebiča: Vstavaný, Šírka platničky: 29 cm. Systém ovládania: Otočné, Umiestnenie ovládania: Predné. Príkon (plyn): 3900 W, Príkon: 3900 W, Vstupné striedavé napätie: 220 - 240 V. Šírka: 288 mm, Hĺbka: 510 mm, Výška: 44 mm. Šírka balenia: 350 mm, Hĺbka balenia: 540 mm, Výška balenia: 140 mm","","","","","","https://images.icecat.biz/img/gallery/adaaedb8d6615e6b32910087a76e39aa.jpg|https://images.icecat.biz/img/gallery/5df8b7e75f59daab14b186fdf340f739.jpg|https://images.icecat.biz/img/gallery/60c58b1e5635db5a886b651fbfb38a3c.jpg|https://images.icecat.biz/img/gallery/31f6ee0c55026dd6a80a3e0606d07ae3.jpg|https://images.icecat.biz/img/gallery/dd90cb1e9accc014d45a25bf318b5e08.jpg","2000x3539|2000x1038|2000x1474|2000x1977|2000x1844","||||","","","","","","","","","","","","","310430266100","Dizajn","Farba: Nerezová oceľ","Umiestnenie spotrebiča: Vstavaný","Šírka platničky: 29 cm","Typ varnej dosky: Plynový","Typ horného povrchu: Nerezová oceľ","Počet varných zón: 2 zone(s)","Počet plynových varných zón: 2 zone(s)","Počet elektrických varných zón: 0 zone(s)","Typ varnej zóny 1: Veľký","Tvar varnej zóny 1: Kolo","Umiestnenie varnej zóny 1: Zadný uprostred","Zdroj napájania varnej zóny 1: Plyn","Výkon varnej zóny 1: 2900 W","Typ varnej zóny 2: Slabý var","Tvar varnej zóny 2: Kolo","Umiestnenie varnej zóny 2: Predný uprostred","Zdroj napájania horáka/varnej zóny 2: Plyn","Výkon varnej zóny 2: 1000 W","Horák na ryby: Nie","Materiál mriežky sporáku: Smaltovaný","Kryt varnej dosky: Nie","Výkon","Ochrana proti náhodnému spusteniu: Áno","Ergonómia","Systém ovládania: Otočné","Umiestnenie ovládania: Predné","Vstavaný displej: Nie","Časovač: Nie","Automatický vypínací časovač zaisťujúci bezpečné uvarenie jedla: Áno","Elektronické zapaľovanie: Áno","Bezpečnostný plynový systém: Áno","Indikátor zvyškového tepla: Nie","LED indikátory: Nie","Jednoduché čistenie: Áno","Digestor","Vstavaná kapucňa: Nie","Sila","Príkon (plyn): 3900 W","Príkon: 3900 W","Vstupné striedavé napätie: 220 - 240 V","Frekvencia vstupného striedavého napätia: 50 Hz","Prúd: 10 A","Druh plynu: Zemný plyn (NG)","Hmotnosť a rozmery","Šírka: 288 mm","Hĺbka: 510 mm","Výška: 44 mm","Hmotnosť: 4,68 kg","Instalačná šírka oddielu: 26,8 cm","Instalačná hĺbka oddielu: 49 cm","Údaje o balení","Šírka balenia: 350 mm","Hĺbka balenia: 540 mm","Výška balenia: 140 mm","Hmotnosť vrátane balenia: 5,6 kg","Ďalšie vlastnosti","Displej: Nie","Záručná lehota: 2 rok / roky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8690842348198","79524808","","Beko","HDMC32400TX","79524808","5023790034838|8690842348198","Varné dosky","1864","","","HDMC32400TX","20260722040547","ICECAT","1","31617","https://images.icecat.biz/img/gallery/79524808_2552300078.jpg","2913x5000","https://images.icecat.biz/img/gallery_lows/79524808_2552300078.jpg","https://images.icecat.biz/img/gallery_mediums/79524808_2552300078.jpg","https://images.icecat.biz/img/gallery_thumbs/79524808_2552300078.jpg","https://icecat.biz/rest/product-pdf?productId=79524808&lang=sk","https://objects.icecat.biz/objects/mmo_79524808_1687354823_2233_30564.pdf","Beko HDMC32400TX varná doska Nerezová oceľ Vstavaný 30 cm Keramický 2 zone(s)","","Beko HDMC32400TX, Nerezová oceľ, Vstavaný, 30 cm, Keramický, Sklokeramická, 2 zone(s)","Beko HDMC32400TX. Farba: Nerezová oceľ, Umiestnenie spotrebiča: Vstavaný, Šírka platničky: 30 cm. Certifikácia: GOST, CE, ROSTEST, VDE. Systém ovládania: Otočné, Umiestnenie ovládania: Horné predné, Typ časovača: Digitálny. Príkon (elektrický): 3000 W, Vstupné striedavé napätie: 220 - 240 V, Frekvencia vstupného striedavého napätia: 50 Hz. Šírka: 510 mm, Hĺbka: 510 mm, Výška: 35 mm","","","","","","https://images.icecat.biz/img/gallery/79524808_2552300078.jpg|https://images.icecat.biz/img/gallery/79524808_8615078191.jpg|https://images.icecat.biz/img/gallery/79524808_8827586352.jpg|https://images.icecat.biz/img/gallery/79524808_9047957551.jpg","2913x5000|5000x3475|5000x1656|1762x2800","|||","","","","","","","","","","","","","310440226100","Dizajn","Farba: Nerezová oceľ","Umiestnenie spotrebiča: Vstavaný","Šírka platničky: 30 cm","Typ varnej dosky: Keramický","Typ horného povrchu: Sklokeramická","Počet varných zón: 2 zone(s)","Počet plynových varných zón: 0 zone(s)","Počet elektrických varných zón: 2 zone(s)","Typ varnej zóny 1: Bežné","Tvar varnej zóny 1: Kolo","Umiestnenie varnej zóny 1: Vľavo vpredu","Zdroj napájania varnej zóny 1: Elektrický","Priemer varnej zóny 1: 180 mm","Výkon varnej zóny 1: 1800 W","Typ varnej zóny 2: Slabý var","Tvar varnej zóny 2: Kolo","Umiestnenie varnej zóny 2: Ľavá zadná časť","Zdroj napájania horáka/varnej zóny 2: Elektrický","Priemer varnej zóny 2: 140 mm","Výkon varnej zóny 2: 1200 W","Zvýšenie výkonu varnej zóny 2: 1200 W","Umiestnenie varnej zóny 3: Pravá predná","Zdroj napájania varnej zóny 3: Elektrický","Umiestnenie varnej zóny 4: Pravá zadná","Zdroj napájania varnej zóny 4: Elektrický","Zvýšenie výkonu varnej zóny 4: 1800 W","Jednoduchá inštalácia: Nie","Front right rapidlite booster: 1,2 kW","Rear right rapidlite booster: 1,8 kW","Typ rámčeka: Celoplošný","Forma rámčeka: Priame","Farba rámčeka: Nerezová oceľ","Výkon","Počet úrovní výkonu: 9","Zabezpečenie proti prehriatiu: Áno","Ochrana proti pretečeniu: Áno","Certifikácia: GOST, CE, ROSTEST, VDE","Ergonómia","Systém ovládania: Otočné","Umiestnenie ovládania: Horné predné","Vstavaný displej: Áno","Časovač: Áno","Typ časovača: Digitálny","Bezpečnostný plynový systém: Nie","Indikátor varnej dosky: Áno","Indikátor zvyškového tepla: Nie","Detský zámok: Nie","Automatické vypnutie: Áno","Digestor","Vstavaná kapucňa: Nie","Sila","Príkon (elektrický): 3000 W","Príkon (plyn): 0 W","Vstupné striedavé napätie: 220 - 240 V","Frekvencia vstupného striedavého napätia: 50 Hz","Prúd: 16 A","On/off vypínač: Áno","Hmotnosť a rozmery","Šírka: 510 mm","Hĺbka: 510 mm","Výška: 35 mm","Hmotnosť: 3,9 kg","Instalačná šírka oddielu: 26,8 cm","Instalačná hĺbka oddielu: 49 cm","Údaje o balení","Hmotnosť obalu balenia: 532 g","Šírka balenia: 350 mm","Hĺbka balenia: 540 mm","Výška balenia: 140 mm","Hmotnosť vrátane balenia: 4,4 kg","Technické údaje","Certifikáty zhody: CE, VDE","Logistické dáta","Obalová hmotnosť expandovaného polystyrénu (EPS): 128 g","Hmotnosť kovového obalu: 0 g","Hmotnosť papierového obalu: 400 g","Hmotnosť plastového obalu: 14 g","Hmotnosť dreveného obalu: 0 g","HS kód: 85166050","Produktov na intermodálny kontajner (40 stôp): 684 kusov","Produktov na intermodálny kontajner (40 stôp, HC): 684 kusov","Hmotnosť balenia Straphor: 143,22 g","Celková hmotnosť balenia: 532 g","Palety na intermodálny kontajner (40 stôp, HC): 684 kusov","Maximum stacked pallets per intermodal container (40ft, HC): 10 kusov","Dizajn","Knob type: BS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5411397014542","32668932","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Domo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310510074421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8690842037306","31519234","","Beko","8850433200","31519234","8690842037306","Mikrovlnné rúry","1325","","","MGC20100W","20260802050821","ICECAT","1","114685","https://images.icecat.biz/img/gallery/30720d9dc361172e9316dd2bc905df4e880cac5b.jpg","1726x1118","https://images.icecat.biz/img/gallery_lows/2092fbc911e2bc05e6c9adfa06e3f29f10a38068.jpg","https://images.icecat.biz/img/gallery_mediums/e02bbd8231e30740743789f16f10f7f4cdd781c8.jpg","https://images.icecat.biz/img/gallery_thumbs/b3ed0e6a24b61769ec0ceec5fbbf207b589f22ae.jpg","https://icecat.biz/rest/product-pdf?productId=31519234&lang=sk","https://objects.icecat.biz/objects/mmo_31519234_1585058837_2654_10963.pdf","Beko MGC20100W Biela Mikrovlnná rúra s grilom Na pracovnú dosku 20 L 700 W","","Beko MGC20100W, Na pracovnú dosku, Mikrovlnná rúra s grilom, 20 L, 700 W, Otočné, Biela","Beko MGC20100W. Umiestnenie spotrebiča: Na pracovnú dosku, Typ produktu: Mikrovlnná rúra s grilom, Vnútorná kapacita: 20 L, Mikrovlnný výkon: 700 W, Systém ovládania: Otočné, Farba: Biela","","","","","","https://images.icecat.biz/img/gallery/30720d9dc361172e9316dd2bc905df4e880cac5b.jpg|https://images.icecat.biz/img/gallery/c5daa8253758d85ef6317c25690a3138b7194fb5.jpg|https://images.icecat.biz/img/gallery/410b1ce6a52e95a8ac320ab8ce856d3c962cea07.jpg","1726x1118|1518x1862|1518x809","||","","","","","","","","","","","","","310510136100","Vlastnosti","Typ produktu: Mikrovlnná rúra s grilom","Umiestnenie spotrebiča: Na pracovnú dosku","Vnútorná kapacita: 20 L","Farba: Biela","Mikrovlnný výkon: 700 W","Systém ovládania: Otočné","Vstavaný displej: Nie","Výkon grilu: 900 W","Počet úrovní výkonu: 5","Systém otvárania dvierok: Gombík","Otočný tanier: Áno","Veľkosť otočného taniera: 24,5 cm","Vnútorné osvetlenie: Áno","Časovač: Áno","Typ časovača: Mechanický","Funkcie a programy pre varenie","Gril: Áno","Varenie v pare: Nie","Rozmrazovanie: Áno","Sila","Celková spotreba: 1200 W","Vstupné striedavé napätie: 230 V","Frekvencia vstupného striedavého napätia: 50 Hz","Hmotnosť a rozmery","Šírka: 452 mm","Hĺbka: 353 mm","Výška: 262 mm","Hmotnosť: 11,2 kg","Údaje o balení","Šírka balenia: 360 mm","Hĺbka balenia: 495 mm","Výška balenia: 290 mm","Hmotnosť vrátane balenia: 12,8 kg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","3838942953835","33714394","","Gorenje","434738","33714394","3838942953835","Mikrovlnné rúry","1325","","","MO4250CLI","20260801113210","ICECAT","1","67561","https://images.icecat.biz/img/gallery/45c94283f0e116faf0fafef55e9354bcc57c9513.jpg","1840x1200","https://images.icecat.biz/img/gallery_lows/5c7cd70524568a597a2c982b35db775134cf53c1.jpg","https://images.icecat.biz/img/gallery_mediums/c63cb09a0344bc7e1e9ddf26bafd768b66c5f8c1.jpg","https://images.icecat.biz/img/gallery_thumbs/e70145a0f850874c1efd8cd77a0180d55c79f46a.jpg","https://icecat.biz/rest/product-pdf?productId=33714394&lang=sk","","Gorenje MO4250CLI Béžová Mikrovlnná rúra s grilom Na pracovnú dosku 20 L 700 W","","Gorenje MO4250CLI, Na pracovnú dosku, Mikrovlnná rúra s grilom, 20 L, 700 W, Otočné, Béžová","Gorenje MO4250CLI. Umiestnenie spotrebiča: Na pracovnú dosku, Typ produktu: Mikrovlnná rúra s grilom, Vnútorná kapacita: 20 L, Mikrovlnný výkon: 700 W, Systém ovládania: Otočné, Farba: Béžová","","","","","","https://images.icecat.biz/img/gallery/45c94283f0e116faf0fafef55e9354bcc57c9513.jpg|https://images.icecat.biz/img/gallery/4c23a084ac695ed49b2c2d6a6fb4ea47d05abf69.jpg|https://images.icecat.biz/img/gallery/ce9297ba1856bf9b256605247b7c4628d72f7bda.jpg|https://images.icecat.biz/img/gallery/eb1453149e4cbd69a0df473e578cca2114b07dd5.jpg|https://images.icecat.biz/img/gallery/999947f812d1c6c8960445f1d30391a91124d2e1.jpg|https://images.icecat.biz/img/gallery/25d7721190323f8d2acac9e2862a970ea6f0276c.jpg|https://images.icecat.biz/img/gallery/e258d3fcbc2e083559cce5350e8c207063fd2ba7.jpg|https://images.icecat.biz/img/gallery/1dd687d275d29283a39bb7229982eba3f1df510e.jpg|https://images.icecat.biz/img/gallery/280f2980ca081188832d41c5e0f7446398d7fa5e.jpg|https://images.icecat.biz/img/gallery/b20336d04666f30526dc09a96f3f8e98cf5b320a.jpg|https://images.icecat.biz/img/gallery/5e9e5e780df25e28628ded9274cb79f54dc2225f.jpg|https://images.icecat.biz/img/gallery/7cdb3efe291d56f3116096a7906f57f30cfbaf72.jpg|https://images.icecat.biz/img/gallery/a848dd301cbede20fcf51813b869ef21f0c5fa33.jpg|https://images.icecat.biz/img/gallery/f2e049551acd5cc5f8e4afcd0d7a4709852dc6f5.jpg","1840x1200|1741x1200|1600x1200|1827x1200|2141x1200|3592x1200|1600x1200|1965x1200|3771x1200|1600x1200|1838x1200|756x1200|1800x1200|2134x1200","|||||||||||||","","https://objects.icecat.biz/objects/mmo_33714394_1770498295_7746_4138711.png|https://objects.icecat.biz/objects/33714394_73563276.pdf","","https://objects.icecat.biz/objects/mmo_33714394_1591962798_5763_2314.pdf","","","","","","","","","310510175590","Vlastnosti","Typ produktu: Mikrovlnná rúra s grilom","Umiestnenie spotrebiča: Na pracovnú dosku","Vnútorná kapacita: 20 L","Farba: Béžová","Mikrovlnný výkon: 700 W","Systém ovládania: Otočné","Vstavaný displej: Nie","Technológia prevodníka: Nie","Výkon grilu: 800 W","Typ grilu: Gril","Počet úrovní výkonu: 5","Systém otvárania dvierok: Ťah","Uchytenie dverí: Ľavý","Otočný tanier: Áno","Veľkosť otočného taniera: 24,5 cm","Detský zámok: Áno","Úroveň hluku: 58 dB","Materiál: Sklo, Kov","Funkcie a programy pre varenie","Gril: Áno","Konvekčné varenie: Nie","Varenie v pare: Nie","Gril: Nie","Rozmrazovanie: Áno","Funkcia ohrevu: Áno","Sila","Celková spotreba: 1080 W","Vstupné striedavé napätie: 230 V","Frekvencia vstupného striedavého napätia: 50 Hz","Prúd: 10 A","Hmotnosť a rozmery","Šírka: 455 mm","Hĺbka: 361 mm","Výška: 289 mm","Vnútorné rozmery (š x h x v): 315 x 330 x 195 mm","Hmotnosť: 12,2 kg","Údaje o balení","Šírka balenia: 525 mm","Hĺbka balenia: 410 mm","Výška balenia: 330 mm","Hmotnosť vrátane balenia: 14 kg","Vlastnosti","Electronic control: Nie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
