Segment,Kategória,Názov produktu,ID Produktu,Výrobca,EAN,Item ID,Vaša URL,Heureka URL,E-shopov predávajúcich produkt,Popularita,Vaša cena,Vaša pozícia podľa ceny,Vaša pozícia podľa biddingu,Cena za preklik,Najnižšia cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Najvyššia cena
"Auto-moto","Aditíva do chladičov","Přípravek na čištění chladiče 400 ml K2",265177193,"K2",5906534089014,"AT_CMP-AMT220","https://www.premiumstore.sk/pripravek-na-cisteni-chladice-400-ml-k2/","https://aditiva-do-chladicov.heureka.sk/k2-radiator-flush-400-ml",20,32,3.40,16,,0.032,1.73,1.79,1.96,1.97,2.00,2.05,2.11,2.20,2.50,2.55,2.55,2.66,2.75,3.00,3.10,3.40,3.72,4.62,4.90,5.41,
"Auto-moto","Aditíva do chladičov","Přípravek na utěsnění chladiče 400 ml K2",265177200,"K2",5906534089021,"AT_CMP-AMT231","https://www.premiumstore.sk/pripravek-na-utesneni-chladice-400-ml-k2/","https://aditiva-do-chladicov.heureka.sk/k2-radiator-stop-leak-400-ml",17,7,3.90,13,,0.032,1.78,1.80,1.95,2.26,2.27,2.51,2.60,2.80,2.91,3.10,2.80,2.91,3.10,3.10,3.25,3.90,3.94,4.22,4.90,6.20,
"Auto-moto","Aditíva do olejov","K2 Aditivum do oleje 443ml",265177173,"K2",5906534100917,"AT_CMP-AM10091","https://www.premiumstore.sk/k2-aditivum-do-oleje-443ml/","https://aditiva-do-olejov.heureka.sk/k2-doktor-car-spec-443-ml_3",22,103,7.40,19,,0.032,3.31,3.90,3.90,3.95,4.35,4.59,4.90,4.94,4.95,5.03,6.05,6.10,6.72,6.79,6.80,6.90,7.40,7.40,8.14,10.90,
"Auto-moto","Aditíva do olejov","K2 MOTOR FLUSH 250 ml - čistič motorů",265177190,"K2",5906534005175,"AT_CMP-AMT371","https://www.premiumstore.sk/k2-motor-flush-250--ml-cistic-motoru/","https://aditiva-do-olejov.heureka.sk/k2-motor-flush-250-ml",22,76,5.20,19,,0.032,1.62,1.94,1.95,2.05,2.10,2.15,2.24,2.25,2.28,2.40,2.59,3.18,3.40,3.89,4.10,4.10,5.20,5.86,6.90,6.98,
"Auto-moto","Aditíva do palív","Aditivum do benzinu VIF 125 ml",265176651,"Vif",8594024181293,"AT_CMP-AM18129","https://www.premiumstore.sk/aditivum-do-benzinu-vif-125-ml/","https://aditiva-do-paliv.heureka.sk/vif-super-benzin-aditiv-125-ml",32,134,4.70,29,,0.032,2.72,2.73,2.80,2.90,2.90,2.90,2.94,2.95,3.00,3.00,3.99,4.00,4.02,4.10,4.30,4.50,4.70,4.90,4.99,6.90,
"Auto-moto","Aditíva do palív","Aditivum do benzinu VIF 500 ml",265176650,"Vif",8594024180128,"AT_CMP-90685","https://www.premiumstore.sk/aditivum-do-benzinu-vif-500-ml/","https://aditiva-do-paliv.heureka.sk/vif-super-benzin-aditiv-500-ml",40,232,14.00,36,,0.148,8.87,8.88,8.88,8.90,9.00,9.02,9.10,9.10,9.10,9.50,12.00,12.00,12.12,12.20,13.87,14.00,14.20,14.39,15.59,17.90,
"Auto-moto","Aditíva do palív","Aditivum do nafty VIF (letní) 125 ml",265176617,,8594024181286,"AT_CMP-AM18128","https://www.premiumstore.sk/aditivum-do-nafty-vif--letni--125-ml/","https://aditiva-do-paliv.heureka.sk/vif-super-diesel-aditiv-letny-125-ml",29,120,4.80,26,,0.032,2.70,2.72,2.73,2.73,2.79,2.80,2.90,2.90,2.94,3.00,3.69,3.74,3.99,4.00,4.10,4.30,4.80,4.90,4.99,6.90,
"Auto-moto","Aditíva do palív","Aditivum do nafty VIF (zimní) 125 ml",264897672,"Vif",8594024181279,"AT_CMP-AM18127","https://www.premiumstore.sk/aditivum-do-nafty-vif--zimni--125-ml/","https://aditiva-do-paliv.heureka.sk/vif-super-diesel-aditiv-zimny-125-ml",29,73,4.10,22,,0.032,2.44,2.69,2.70,2.73,2.90,2.90,2.90,2.95,3.00,3.00,3.69,3.99,4.10,4.10,4.30,4.60,4.90,4.99,6.34,6.90,
"Auto-moto","Aditíva do palív","Aditivum do nafty VIF (zimní) 500 ml",8336433,"Vif",8594024180104,"AT_CMP-90672","https://www.premiumstore.sk/aditivum-do-nafty-vif--zimni--500-ml/","https://aditiva-do-paliv.heureka.sk/vif-super-diesel-aditiv-zimny-500-ml",45,193,15.50,42,,0.148,4.53,8.44,8.44,8.45,8.87,8.89,8.90,8.95,8.99,9.00,11.99,12.00,12.12,12.50,12.90,14.50,15.50,15.59,16.09,17.90,
"Auto-moto","Aditíva do palív","K2 Aditivum do benzinu E10 50ml",696795364,"K2",5906534021410,"AT_CMP-AMT325","https://www.premiumstore.sk/k2-aditivum-do-benzinu-e10-50ml/","https://aditiva-do-paliv.heureka.sk/k2-e10-50-ml",11,48,4.00,8,,0.032,1.95,2.12,2.20,2.40,2.45,3.09,3.19,4.00,4.87,4.90,2.12,2.20,2.40,2.45,3.09,3.19,4.00,4.87,4.90,5.75,
