Segment,Kategória,Názov produktu,ID Produktu,Výrobca,EAN,Item ID,Vaša URL,Heureka URL,E-shopov predávajúcich produkt,Popularita,Vaša cena,Vaša pozícia podľa ceny,Vaša pozícia podľa biddingu,Cena za preklik,Najnižšia cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Najvyššia cena
"Auto-moto","Autodiagnostiky","Ancel AD410 PRO",725082437,"ANCEL",5906168432965,"069080","https://www.premiumstore.sk/2in1-diagnostic-scanner-obd2-and-battery-tester-ancel-ad410-pro/","https://autodiagnostiky.heureka.sk/ancel-ad410-pro",5,41,48.90,1,,0.261,48.90,52.00,59.89,61.95,69.90,,,,,,,,,,,48.90,52.00,59.89,61.95,69.90,
"Auto-moto","Autodiagnostiky","Ancel AD530",724331355,"ANCEL",5906168439100,"069087","https://www.premiumstore.sk/diagnostic-scanner-obd2-ancel-ad530/","https://autodiagnostiky.heureka.sk/ancel-ad530",5,4,63.90,1,,0.268,63.90,78.72,79.64,84.50,103.95,,,,,,,,,,,63.90,78.72,79.64,84.50,103.95,
"Auto-moto","Autodiagnostiky","Ancel AS100/AC100",724331353,"ANCEL",5906168439131,"069084","https://www.premiumstore.sk/diagnostic-scanner-obd2-ancel-as100-ac100/","https://autodiagnostiky.heureka.sk/ancel-as100-ac100",7,41,18.00,1,,0.161,18.00,19.66,22.02,23.50,26.00,39.00,41.95,,,,,,,18.00,19.66,22.02,23.50,26.00,39.00,41.95,
"Auto-moto","Autodiagnostiky","Ancel BA201",738256018,"ANCEL",5906168432972,"069364","https://www.premiumstore.sk/battery-tester-ancel-ba201-8-16v-dc/","https://autodiagnostiky.heureka.sk/ancel-ba201",6,41,53.50,1,,0.261,53.50,56.79,61.95,65.44,67.69,69.90,,,,,,,,,53.50,56.79,61.95,65.44,67.69,69.90,
"Auto-moto","Autodiagnostiky","ANCEL DS600 BT – profesionálny diagnostický skener OBD2",841139943,"ANCEL",6978281190434,"087772","https://www.premiumstore.sk/ancel-ds600-bt---profesionalny-diagnosticky-skener-obd2/","https://autodiagnostiky.heureka.sk/ancel-ds600",3,3,586.50,1,,0.446,586.50,586.90,622.95,,,,,,,,,,,,,,,586.50,586.90,622.95,
"Auto-moto","Autodiagnostiky","ANCEL L5000 PRO – diagnostický detektor únikov pre automobilové systémy",849288958,"ANCEL",6978281190588,"087781","https://www.premiumstore.sk/ancel-l5000-pro---diagnosticky-detektor-unikov-pre-automobilove-systemy/","https://autodiagnostiky.heureka.sk/ancel-l5000",3,1,290.00,1,,0.338,290.00,308.67,369.00,,,,,,,,,,,,,,,290.00,308.67,369.00,
"Auto-moto","Autodiagnostiky","Battery Tester Ancel BA101 8-30V DC",738256017,"ANCEL",5906168439162,"069079","https://www.premiumstore.sk/battery-tester-ancel-ba101-8-30v-dc/","https://autodiagnostiky.heureka.sk/ancel-ba101",6,6,45.50,1,,0.244,45.50,46.43,47.77,49.95,54.50,57.52,,,,,,,,,45.50,46.43,47.77,49.95,54.50,57.52,
"Auto-moto","Autodiagnostiky","Diagnostický skener ANCEL DS600 ELITE OBD2",841139943,"ANCEL",6978281190540,"087773","https://www.premiumstore.sk/diagnosticky-skener-ancel-ds600-elite-obd2/","https://autodiagnostiky.heureka.sk/ancel-ds600",3,3,582.00,1,,0.446,582.00,586.90,622.95,,,,,,,,,,,,,,,582.00,586.90,622.95,
"Auto-moto","Autodiagnostiky","Diagnostický skener OBD2 Ancel BM700",791854137,"ANCEL",608410128231,"077724","https://www.premiumstore.sk/diagnosticky-skener-obd2-ancel-bm700/","https://autodiagnostiky.heureka.sk/ancel-bm700",9,41,95.00,1,,0.289,95.00,101.08,104.23,107.53,116.45,117.00,119.99,125.05,153.95,,,95.00,101.08,104.23,107.53,116.45,117.00,119.99,125.05,153.95,
"Auto-moto","Autodiagnostiky","Diagnostický skener OBD2 Ancel BZ700",794282195,"ANCEL",602938441797,"077725","https://www.premiumstore.sk/diagnosticky-skener-obd2-ancel-bz700/","https://autodiagnostiky.heureka.sk/ancel-bz700",8,41,90.90,1,,0.289,90.90,92.62,95.58,110.63,112.99,119.00,125.05,153.95,,,,,90.90,92.62,95.58,110.63,112.99,119.00,125.05,153.95,
"Auto-moto","Autodiagnostiky","Diagnostický skener pre motocykle ANCEL MT100 PRO",802012691,"ANCEL",6978281190519,"087780","https://www.premiumstore.sk/diagnosticky-skener-pre-motocykle-ancel-mt100-pro/","https://autodiagnostiky.heureka.sk/ancel-mt100",6,7,132.90,6,,0.305,99.92,115.10,115.14,119.00,125.05,132.90,,,,,,,,,99.92,115.10,115.14,119.00,125.05,132.90,
"Auto-moto","Autodiagnostiky","Diagnostický skener pre motocykle ANCEL MT310",833191004,"ANCEL",6978281190533,"087778","https://www.premiumstore.sk/diagnosticky-skener-pre-motocykle-ancel-mt310/","https://autodiagnostiky.heureka.sk/ancel-mt310",6,3,296.90,1,,0.338,296.90,301.80,315.13,331.95,335.90,377.00,,,,,,,,,296.90,301.80,315.13,331.95,335.90,377.00,
"Auto-moto","Autodiagnostiky","Diagnostický skener pre motocykle BMW ANCEL MT300",849288956,"ANCEL",6978281190526,"087779","https://www.premiumstore.sk/diagnosticky-skener-pre-motocykle-bmw-ancel-mt300/","https://autodiagnostiky.heureka.sk/ancel-mt300",3,1,155.50,1,,0.305,155.50,166.38,199.00,,,,,,,,,,,,,,,155.50,166.38,199.00,
"Auto-moto","Autodiagnostiky","Štartér motora ANCEL BS200",849288954,"ANCEL",6978281190564,"087777","https://www.premiumstore.sk/starter-motora-ancel-bs200/","https://autodiagnostiky.heureka.sk/ancel-bs200",3,1,114.50,1,,0.305,114.50,121.96,149.00,,,,,,,,,,,,,,,114.50,121.96,149.00,
"Auto-moto","Autodiagnostiky","Tester obvodov Ancel PB500",839673942,"ANCEL",6978281190052,"077721","https://www.premiumstore.sk/tester-obvodov-ancel-pb500/","https://autodiagnostiky.heureka.sk/ancel-pb500",3,1,78.00,1,,0.283,78.00,94.84,109.90,,,,,,,,,,,,,,,78.00,94.84,109.90,
"Auto-moto","Autonavijaky","Besen BS20 22 kW APP – nástenná nabíjačka pre elektromobily",849865232,"BESEN",5906168438783,"069530","https://www.premiumstore.sk/besen-bs20-22-kw-app---nastenna-nabijacka-pre-elektromobily/","https://autonavijaky.heureka.sk/besen-bs20-22-kw-app-nastenna-nabijacka-pre-elektromobily",1,1,357.90,1,,0.374,357.90,,,,,,,,,,,,,,,,,,,357.90,
"Auto-moto","Autonavijaky","Besen LX30 22 kW APP – nástenná nabíjačka pre elektromobily",849865233,"BESEN",5907085524313,"075465","https://www.premiumstore.sk/besen-lx30-22-kw-app---nastenna-nabijacka-pre-elektromobily/","https://autonavijaky.heureka.sk/besen-lx30-22-kw-app-nastenna-nabijacka-pre-elektromobily",1,1,303.00,1,,0.338,303.00,,,,,,,,,,,,,,,,,,,303.00,
"Auto-moto","Autonavijaky","Nástenná nabíjačka Besen BS20 11 kW APP pre elektromobily",849865231,"BESEN",5906168438790,"069531","https://www.premiumstore.sk/nastenna-nabijacka-besen-bs20-11-kw-app-pre-elektromobily/","https://autonavijaky.heureka.sk/nastenna-nabijacka-besen-bs20-11-kw-app-pre-elektromobily",1,1,329.50,1,,0.347,329.50,,,,,,,,,,,,,,,,,,,329.50,
"Auto-moto","Autonavijaky","Nástenná nabíjačka Besen SQ20-7KW-APP pre elektromobily",849865234,"BESEN",5907085525341,"077445","https://www.premiumstore.sk/nastenna-nabijacka-besen-sq20-7kw-app-pre-elektromobily/","https://autonavijaky.heureka.sk/nastenna-nabijacka-besen-sq20-7kw-app-pre-elektromobily",1,1,283.00,1,,0.338,283.00,,,,,,,,,,,,,,,,,,,283.00,
"Auto-moto","Autonavijaky","Nástenná nabíjačka do auta Besen BS20 s výkonom 22 kW",849865230,"BESEN",5906168438776,"069529","https://www.premiumstore.sk/nastenna-nabijacka-do-auta-besen-bs20-s-vykonom-22-kw/","https://autonavijaky.heureka.sk/nastenna-nabijacka-do-auta-besen-bs20-s-vykonom-22-kw",1,1,357.50,1,,0.374,357.50,,,,,,,,,,,,,,,,,,,357.50,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Carlinkit AIR X1 Carplay/Android Auto",755390254,"Carlinkit",6972185560744,"073935","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-air-x1-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-air-x1",4,4,36.50,1,2.0,0.216,36.50,42.89,45.90,48.93,,,,,,,,,,,,,36.50,42.89,45.90,48.93,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Carlinkit AIR X2 Carplay/Android Auto",755390253,"Carlinkit",6972185560751,"073936","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-air-x2-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-air-x2",3,5,32.50,1,2.0,0.216,32.50,41.50,62.13,,,,,,,,,,,,,,,32.50,41.50,62.13,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Carlinkit CCPA Apple Carplay/Android Auto (čierny)",731107213,"Carlinkit",6972185560119,"055287","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-ccpa-apple-carplay-android-auto--cierny/","https://autoradia.heureka.sk/carlinkit-cpc200-ccpa",4,75,37.50,1,2.0,0.216,37.50,38.85,40.58,47.90,,,,,,,,,,,,,37.50,38.85,40.58,47.90,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Carlinkit TBOX-S2P Carplay&Android auto",786677781,"Carlinkit",6972185560904,"078249","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-tbox-s2p-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-tbox-s2p",3,41,119.00,1,2.0,0.305,119.00,119.48,157.00,,,,,,,,,,,,,,,119.00,119.48,157.00,
"Auto-moto","Autorádiá","Bezdrôtový adaptér do auta Ottocast OttoAibox E2 CarPlay/Android",829143977,"Ottocast",5905156101074,"082445","https://www.premiumstore.sk/bezdrotovy-adapter-do-auta-ottocast-ottoaibox-e2-carplay-android/","https://autoradia.heureka.sk/ottocast-ottoaibox-e2",4,41,138.50,1,2.0,0.305,138.50,138.60,174.46,189.00,,,,,,,,,,,,,138.50,138.60,174.46,189.00,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Ottocast CA505-T MINI 2 v 1",764487898,"Ottocast",5907085526515,"077960","https://www.premiumstore.sk/bezdrotovy-adapter-ottocast-ca505-t-mini-2-v-1/","https://autoradia.heureka.sk/ottocast-ca505-t",4,5,26.00,1,2.0,0.190,26.00,31.04,32.90,33.29,,,,,,,,,,,,,26.00,31.04,32.90,33.29,
"Auto-moto","Autorádiá","Bezdrôtový adaptér Ottocast PCS50 a AI asistent OTTOAIBOX NANO",819666730,"Ottocast",5907085526508,"077959","https://www.premiumstore.sk/bezdrotovy-adapter-ottocast-pcs50-a-ai-asistent-ottoaibox-nano/","https://autoradia.heureka.sk/ottocast-pcs50-nanoai",3,3,207.90,1,2.0,0.320,207.90,207.93,267.00,,,,,,,,,,,,,,,207.90,207.93,267.00,
"Auto-moto","Autorádiá","Carlinkit 2Air-T",825385634,"Carlinkit",6972185561109,"088003","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-2air-t-pre-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-2air-t",3,62,25.90,1,2.0,0.190,25.90,31.04,32.90,,,,,,,,,,,,,,,25.90,31.04,32.90,
"Auto-moto","Autorádiá","Carlinkit CP2A-PRO",841154302,"Carlinkit",6972185561079,"088004","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-cp2a-pro-pre-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-cp2a-pro",3,2,43.00,1,2.0,0.244,43.00,53.99,54.50,,,,,,,,,,,,,,,43.00,53.99,54.50,
"Auto-moto","Autorádiá","CarlinKit CPC200 Tbox Ambient",745181824,"Carlinkit",6972185560454,"061188","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-tbox-plus-4-64-gb/","https://autoradia.heureka.sk/carlinkit-cpc200-tbox",9,54,129.00,1,2.0,0.305,129.00,135.70,138.71,143.70,146.91,157.00,164.79,171.55,184.90,,,129.00,135.70,138.71,143.70,146.91,157.00,164.79,171.55,184.90,
"Auto-moto","Autorádiá","Carlinkit CPC200-2Air",696195215,"Carlinkit",6972185560430,"053547","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-2air/","https://autoradia.heureka.sk/carlinkit-cpc200-2air",16,96,33.00,1,2.0,0.216,33.00,33.49,34.40,35.49,35.90,36.20,36.59,38.19,38.49,39.00,36.59,38.19,38.49,39.00,39.52,42.50,43.24,44.97,49.90,82.86,
"Auto-moto","Autorádiá","CarLinkit CPC200-CP2A",706405845,"Carlinkit",6972185560126,"053904","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-cp2a/","https://autoradia.heureka.sk/carlinkit-cpc200-cp2a",6,62,28.50,2,2.0,0.190,27.10,28.50,31.17,35.90,43.99,48.70,,,,,,,,,27.10,28.50,31.17,35.90,43.99,48.70,
"Auto-moto","Autorádiá","Carlinkit HD2CP-PRO bezdrôtový adaptér Carplay&Android",829143987,"Carlinkit",6972185560980,"080695","https://www.premiumstore.sk/carlinkit-hd2cp-pro-bezdrotovy-adapter-carplay-android/","https://autoradia.heureka.sk/carlinkit-hd2cp-pro",4,5,37.90,1,2.0,0.216,37.90,40.60,47.50,66.99,,,,,,,,,,,,,37.90,40.60,47.50,66.99,
"Auto-moto","Autorádiá","Carlinkit U2W MINI bezdrôtový adaptér Apple Carplay (biely)",730441038,"Carlinkit",6972185560447,"056973","https://www.premiumstore.sk/carlinkit-u2w-mini-bezdrotovy-adapter-apple-carplay--biely/","https://autoradia.heureka.sk/carlinkit-u2w-mini",3,1,22.50,1,2.0,0.172,22.50,28.50,30.32,,,,,,,,,,,,,,,22.50,28.50,30.32,
"Auto-moto","Autorádiá","Ottocast CA525-T3",829370690,"Ottocast",6977341740237,"086948","https://www.premiumstore.sk/bezdrotovy-adapter-ottocast-ca525-t3/","https://autoradia.heureka.sk/ottocast-ca525-t3",5,2,25.50,1,2.0,0.190,25.50,26.99,30.77,31.04,32.90,,,,,,,,,,,25.50,26.99,30.77,31.04,32.90,
"Auto-moto","Autorádiá","OTTOCAST OTTOAIBOX N95C Monitor do auta",834105348,"Ottocast",6977341740169,"087089","https://www.premiumstore.sk/ottocast-ottoaibox-n95c-monitor-do-auta/","https://autoradia.heureka.sk/ottocast-ottoaibox-n95c",5,41,154.50,1,2.0,0.305,154.50,157.79,164.67,167.29,197.00,,,,,,,,,,,154.50,157.79,164.67,167.29,197.00,
"Auto-moto","Autorádiá","Ottocast Wireless adapter, Ottocast, CP82, U2-AIR PRO Carplay (black)",719161108,"Ottocast",5906168433887,"064292","https://www.premiumstore.sk/wireless-adapter--ottocast--cp82--u2-air-pro-carplay--black-/","https://autoradia.heureka.sk/ottocast-cp82-u2-air-pro",3,9,47.90,2,2.0,0.244,46.32,47.90,64.50,,,,,,,,,,,,,,,46.32,47.90,64.50,
"Auto-moto","Autorádiá","Televízny adaptér do auta MAX Ottocast CA361-C4",744722725,"Ottocast",5907085522586,"073151","https://www.premiumstore.sk/televizny-adapter-do-auta-max-ottocast-ca361-c4/","https://autoradia.heureka.sk/ottocast-ca361-c4",3,4,52.00,1,2.0,0.261,52.00,52.17,79.90,,,,,,,,,,,,,,,52.00,52.17,79.90,
"Auto-moto","Brzdové a spojkové hadice","Xtrobb 25242 Súprava na odvzdušnenie bŕzd bicykla, univerzálna",849259464,"Xtrobb",5904665714607,"AT_ITR-00018066","https://www.premiumstore.sk/sada-na-odvzdusnovani-brzd-xtrobb-25242/","https://brzdove-a-spojkove-hadice.heureka.sk/xtrobb-25242-suprava-na-odvzdusnenie-brzd-bicykla-univerzalna_17",1,1,12.00,1,,0.074,12.00,,,,,,,,,,,,,,,,,,,12.00,
"Auto-moto","FM transmittery","FM Transmitter Baseus S-09 Pro, Bluetooth (čierny)",662738518,"baseus",6932172643355,"054589","https://www.premiumstore.sk/fm-transmitter-baseus-s-09-pro--bluetooth--cierny-/","https://fm-transmittery.heureka.sk/baseus-s-09",2,48,10.90,1,,0.091,10.90,18.89,,,,,,,,,,,,,,,,,10.90,18.89,
"Auto-moto","FM transmittery","Ottocast Play2Video Plus Carplay/Android Auto bezdrôtový adaptér",817338350,"Ottocast",5905156100008,"081072","https://www.premiumstore.sk/ottocast-play2video-plus-carplay-android-auto-bezdrotovy-adapter/","https://fm-transmittery.heureka.sk/ottocast-ca515-t",4,6,70.50,1,,0.195,70.50,79.62,80.99,84.50,,,,,,,,,,,,,70.50,79.62,80.99,84.50,
"Auto-moto","FM transmittery","Solight FM transmitter s bluetooth pripojením do auta, 2x USB + handsfree",381901320,"Solight",8592718023645,"SOL_BT02","https://www.premiumstore.sk/solight-fm-transmitter-s-bluetooth-pripojenim-do-auta--2x-usb-handsfree/","https://fm-transmittery.heureka.sk/solight-bt02",9,4,15.00,1,,0.108,15.00,15.15,16.22,16.79,19.50,19.95,20.76,21.94,22.98,,,15.00,15.15,16.22,16.79,19.50,19.95,20.76,21.94,22.98,
"Auto-moto","Interkomy na motorku","EJEAS E1PRO Bluetooth Helmet Mounted Headphone",742188224,"EJEAS",5907085520919,"072034","https://www.premiumstore.sk/ejeas-e1pro-bluetooth-helmet-mounted-headphone/","https://interkomy-na-motorky.heureka.sk/ejeas-e1pro",6,62,22.50,1,,0.172,22.50,23.92,27.50,27.65,31.99,35.46,,,,,,,,,22.50,23.92,27.50,27.65,31.99,35.46,
"Auto-moto","Interkomy na motorku","EJEAS Q7 motorcycle intercom",707659041,"EJEAS",5906168433986,"064411","https://www.premiumstore.sk/ejeas-q7-motorcycle-intercom/","https://interkomy-na-motorky.heureka.sk/ejeas-q7",7,41,44.00,1,,0.244,44.00,46.20,46.75,53.75,54.33,54.50,58.72,,,,,,,44.00,46.20,46.75,53.75,54.33,54.50,58.72,
"Auto-moto","Interkomy na motorku","Midland BTR1 Advanced, Single",702289554,"Midland",8011869205101,"KB_100002102887","https://www.premiumstore.sk/midland-btr1-advanced--single/","https://interkomy-na-motorky.heureka.sk/midland-bt-r1",1,1,219.00,1,,0.320,219.00,,,,,,,,,,,,,,,,,,,219.00,
"Auto-moto","Interkomy na motorku","Motorcycle Intercom EJEAS MS20",720759771,"EJEAS",5906168436048,"066486","https://www.premiumstore.sk/motorcycle-intercom-ejeas-ms20/","https://interkomy-na-motorky.heureka.sk/ejeas-ms20",6,41,118.90,1,,0.305,118.90,124.44,124.83,147.01,149.00,172.85,,,,,,,,,118.90,124.44,124.83,147.01,149.00,172.85,
"Auto-moto","Interkomy na motorku","Motorcycle Intercom EJEAS MS8-SE",720759769,"EJEAS",5906168436093,"066499","https://www.premiumstore.sk/motorcycle-intercom-ejeas-ms8-se/","https://interkomy-na-motorky.heureka.sk/ejeas-ms8-se",6,41,86.50,1,,0.289,86.50,86.67,90.21,103.19,105.95,107.00,,,,,,,,,86.50,86.67,90.21,103.19,105.95,107.00,
"Auto-moto","Kamery do auta","IMOU Dash Cam S800 PRO",781125788,"IMOU",6939554951343,"087816","https://www.premiumstore.sk/imou-s800-pro-palubna-kamera--4k/","https://cierne-skrinky.heureka.sk/imou-dash-cam-s800-pro",4,4,99.50,1,,0.213,99.50,99.88,114.00,127.00,,,,,,,,,,,,,99.50,99.88,114.00,127.00,
"Auto-moto","Kamery do auta","Niceboy PILOT Q2 WiFi",483513357,"Niceboy",8594182425161,"KB_100001392601","https://www.premiumstore.sk/niceboy-pilot-q2-wifi/","https://cierne-skrinky.heureka.sk/niceboy-pilot-q2-wifi",16,3,29.90,1,,0.123,29.90,29.90,29.92,32.60,38.90,38.90,40.34,45.40,45.80,46.00,40.34,45.40,45.80,46.00,46.39,48.99,49.35,50.49,58.43,98.40,
"Auto-moto","Kamery do auta","Niceboy PILOT S5 GPS + WIFI",651984007,"Niceboy",8594182427394,"KB_100002063313","https://www.premiumstore.sk/niceboy-pilot-s5-gps-wifi/","https://cierne-skrinky.heureka.sk/niceboy-pilot-s5-gps-plus-wifi",15,53,49.50,3,,0.186,48.10,49.46,49.50,53.00,57.90,60.15,63.90,68.87,69.90,75.89,60.15,63.90,68.87,69.90,75.89,76.85,77.00,77.00,81.99,84.19,
"Auto-moto","Meniče napätia do auta","Carspa P5000 24V/230V 5000W čistá sínusovka",688486472,,8596425184385,"AT_TIP-04230633","https://www.premiumstore.sk/menic-napeti-carspa-p5000-24v-230v-5000w-usb--cista-sinusovka/","https://menice-napatia.heureka.sk/carspa-p5000-24v-230v-5000w-cista-sinusovka",1,32,567.90,1,,0.442,567.90,,,,,,,,,,,,,,,,,,,567.90,
"Auto-moto","Meniče napätia do auta","Solight IN05 12V/230V 200W USB",368697956,"Solight",8595092129347,"SOL_IN05","https://www.premiumstore.sk/solight-invertor-12v--usb-500ma--kovovy--cierny--max--zatazenie--200w/","https://menice-napatia.heureka.sk/solight-in05-12v-230v-200w-usb",13,81,28.50,1,,0.190,28.50,28.89,28.89,29.78,29.78,29.90,29.90,34.99,35.22,38.60,29.78,29.78,29.90,29.90,34.99,35.22,38.60,38.60,39.95,45.56,
"Auto-moto","Meniče napätia do auta","Solight IN06 12V/230V 200W USB",368697957,"Solight",8595092129354,"SOL_IN06","https://www.premiumstore.sk/solight-invertor-12v--usb-500ma--kovovy--cierny--max--zatazenie--300w/","https://menice-napatia.heureka.sk/solight-in06-12v-230v-200w-usb",10,3,36.00,1,,0.216,36.00,36.31,36.31,37.90,43.61,43.98,47.20,47.20,47.96,49.95,36.00,36.31,36.31,37.90,43.61,43.98,47.20,47.20,47.96,49.95,
"Auto-moto","Meniče napätia do auta","Záložní zdroj VOLT POLSKA SINUS UPS 500 + AKU 40Ah / 500VA / 300W",608077833,"Volt Polska",5904100450114,"AT_VOLT-3SR500WA40","https://www.premiumstore.sk/zalozni-zdroj-volt-polska-sinus-ups-500-aku-40ah-500va-300w/","https://menice-napatia.heureka.sk/volt-polska-sinusups-500-40ah-12v-300-500w",2,3,210.00,1,,0.320,210.00,225.60,,,,,,,,,,,,,,,,,210.00,225.60,
"Auto-moto","Meniče napätia do auta","Záložní zdroj VOLT POLSKA SINUS UPS 800 + AKU 55Ah / 800VA / 500W",608077835,"Volt Polska",5904100450121,"AT_VOLT-3SR800WA55","https://www.premiumstore.sk/zalozni-zdroj-volt-polska-sinus-ups-800-aku-55ah-800va-500w/","https://menice-napatia.heureka.sk/volt-polska-sinusups-800-55ah-12v-500-800w",2,1,252.50,1,,0.331,252.50,267.30,,,,,,,,,,,,,,,,,252.50,267.30,
