Segment,Kategória,Názov produktu,ID Produktu,Výrobca,EAN,Item ID,Vaša URL,Heureka URL,E-shopov predávajúcich produkt,Popularita,Vaša cena,Vaša pozícia podľa ceny,Vaša pozícia podľa biddingu,Cena za preklik,Najnižšia cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Najvyššia cena
"Auto-moto","Autorádiá","CarlinKit CPC200 Tbox Ambient",745181824,"Carlinkit",6972185560454,"061188","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-tbox-plus-4-64-gb/","https://autoradia.heureka.sk/carlinkit-cpc200-tbox",9,48,129.00,1,2.0,0.305,129.00,135.70,139.48,144.50,157.00,165.42,170.20,184.90,185.00,,,129.00,135.70,139.48,144.50,157.00,165.42,170.20,184.90,185.00,
"Auto-moto","Autorádiá","Carlinkit CPC200-2Air",696195215,"Carlinkit",6972185560430,"053547","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-2air/","https://autoradia.heureka.sk/carlinkit-cpc200-2air",17,79,32.90,1,2.0,0.216,32.90,32.90,33.49,34.45,35.49,35.90,36.20,36.59,38.24,38.49,36.59,38.24,38.49,39.00,39.52,41.50,43.28,44.97,50.10,82.88,
"Auto-moto","Autorádiá","CarLinkit CPC200-CP2A",706405845,"Carlinkit",6972185560126,"053904","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-cp2a/","https://autoradia.heureka.sk/carlinkit-cpc200-cp2a",6,6,28.50,2,2.0,0.190,27.49,28.50,31.17,35.90,43.99,49.00,,,,,,,,,27.49,28.50,31.17,35.90,43.99,49.00,
"Auto-moto","Autorádiá","Carlinkit CPC200-Tbox S Carplay&Android Auto wireless adapter",745181824,"Carlinkit",6972185560607,"070812","https://www.premiumstore.sk/carlinkit-cpc200-tbox-s-carplay-android-auto-wireless-adapter/","https://autoradia.heureka.sk/carlinkit-cpc200-tbox",9,48,124.50,1,2.0,0.305,124.50,135.70,139.48,144.50,157.00,165.42,170.20,184.90,185.00,,,124.50,135.70,139.48,144.50,157.00,165.42,170.20,184.90,185.00,
"Auto-moto","Autorádiá","Carlinkit HD2CP-PRO bezdrôtový adaptér Carplay&Android",829143987,"Carlinkit",6972185560980,"080695","https://www.premiumstore.sk/carlinkit-hd2cp-pro-bezdrotovy-adapter-carplay-android/","https://autoradia.heureka.sk/carlinkit-hd2cp-pro",4,5,37.90,1,2.0,0.216,37.90,40.60,47.50,66.99,,,,,,,,,,,,,37.90,40.60,47.50,66.99,
"Auto-moto","Autorádiá","Carlinkit Tbox Ultra 2 5G 8+128 GB",841154301,"Carlinkit",6972185561093,"088001","https://www.premiumstore.sk/bezdrotovy-adapter-carlinkit-tbox-ultra-2-pre-carplay-android-auto/","https://autoradia.heureka.sk/carlinkit-tbox-ultra-2-5g-8-plus-128-gb",2,62,210.50,1,2.0,0.320,210.50,249.00,,,,,,,,,,,,,,,,,210.50,249.00,
"Auto-moto","Autorádiá","Carlinkit U2W MINI bezdrôtový adaptér Apple Carplay (biely)",730441038,"Carlinkit",6972185560447,"056973","https://www.premiumstore.sk/carlinkit-u2w-mini-bezdrotovy-adapter-apple-carplay--biely/","https://autoradia.heureka.sk/carlinkit-u2w-mini",4,1,22.50,1,2.0,0.172,22.50,22.52,28.50,30.28,,,,,,,,,,,,,22.50,22.52,28.50,30.28,
"Auto-moto","Autorádiá","Ottocast CA525-T3",829370690,"Ottocast",6977341740237,"086948","https://www.premiumstore.sk/bezdrotovy-adapter-ottocast-ca525-t3/","https://autoradia.heureka.sk/ottocast-ca525-t3",5,2,25.50,1,2.0,0.190,25.50,26.99,29.90,30.72,31.04,,,,,,,,,,,25.50,26.99,29.90,30.72,31.04,
"Auto-moto","Autorádiá","OTTOCAST OTTOAIBOX N95C Monitor do auta",834105348,"Ottocast",6977341740169,"087089","https://www.premiumstore.sk/ottocast-ottoaibox-n95c-monitor-do-auta/","https://autoradia.heureka.sk/ottocast-ottoaibox-n95c",5,62,154.50,1,2.0,0.305,154.50,157.79,164.67,167.29,187.00,,,,,,,,,,,154.50,157.79,164.67,167.29,187.00,
"Auto-moto","Autorádiá","Ottocast Wireless adapter, Ottocast, CP82, U2-AIR PRO Carplay (black)",719161108,"Ottocast",5906168433887,"064292","https://www.premiumstore.sk/wireless-adapter--ottocast--cp82--u2-air-pro-carplay--black-/","https://autoradia.heureka.sk/ottocast-cp82-u2-air-pro",3,75,46.00,1,2.0,0.244,46.00,46.32,64.50,,,,,,,,,,,,,,,46.00,46.32,64.50,
"Auto-moto","Autorádiá","Televízny adaptér do auta MAX Ottocast CA361-C4",744722725,"Ottocast",5907085522586,"073151","https://www.premiumstore.sk/televizny-adapter-do-auta-max-ottocast-ca361-c4/","https://autoradia.heureka.sk/ottocast-ca361-c4",4,5,52.00,1,2.0,0.261,52.00,52.17,63.36,69.90,,,,,,,,,,,,,52.00,52.17,63.36,69.90,
"Auto-moto","Brzdové a spojkové hadice","Xtrobb 25242 Súprava na odvzdušnenie bŕzd bicykla, univerzálna",848171891,"Xtrobb",5904665714607,"AT_ITR-00018066","https://www.premiumstore.sk/sada-na-odvzdusnovani-brzd-xtrobb-25242/","https://brzdove-a-spojkove-hadice.heureka.sk/xtrobb-25242-suprava-na-odvzdusnenie-brzd-bicykla-univerzalna_16",1,1,11.50,1,,0.074,11.50,,,,,,,,,,,,,,,,,,,11.50,
"Auto-moto","FM transmittery","Ottocast Play2Video Plus Carplay/Android Auto bezdrôtový adaptér",817338350,"Ottocast",5905156100008,"081072","https://www.premiumstore.sk/ottocast-play2video-plus-carplay-android-auto-bezdrotovy-adapter/","https://fm-transmittery.heureka.sk/ottocast-ca515-t",4,6,70.50,1,,0.195,70.50,80.79,81.75,84.50,,,,,,,,,,,,,70.50,80.79,81.75,84.50,
"Auto-moto","FM transmittery","Solight FM transmitter s bluetooth pripojením do auta, 2x USB + handsfree",381901320,"Solight",8592718023645,"SOL_BT02","https://www.premiumstore.sk/solight-fm-transmitter-s-bluetooth-pripojenim-do-auta--2x-usb-handsfree/","https://fm-transmittery.heureka.sk/solight-bt02",9,41,16.00,2,,0.108,15.15,16.00,16.22,16.79,19.50,19.95,20.76,21.94,22.98,,,15.15,16.00,16.22,16.79,19.50,19.95,20.76,21.94,22.98,
"Auto-moto","Interkomy na motorku","EJEAS E1PRO Bluetooth Helmet Mounted Headphone",742188224,"EJEAS",5907085520919,"072034","https://www.premiumstore.sk/ejeas-e1pro-bluetooth-helmet-mounted-headphone/","https://interkomy-na-motorky.heureka.sk/ejeas-e1pro",6,41,22.50,1,2.0,0.172,22.50,23.92,27.50,27.65,31.99,35.46,,,,,,,,,22.50,23.92,27.50,27.65,31.99,35.46,
"Auto-moto","Interkomy na motorku","EJEAS Q2 motorcycle intercom",707659038,"EJEAS",5906168433955,"064407","https://www.premiumstore.sk/ejeas-q2-motorcycle-intercom/","https://interkomy-na-motorky.heureka.sk/ejeas-q2",6,41,40.50,1,2.0,0.244,40.50,42.92,47.41,49.90,50.06,51.14,,,,,,,,,40.50,42.92,47.41,49.90,50.06,51.14,
"Auto-moto","Interkomy na motorku","EJEAS Q7 motorcycle intercom",707659041,"EJEAS",5906168433986,"064411","https://www.premiumstore.sk/ejeas-q7-motorcycle-intercom/","https://interkomy-na-motorky.heureka.sk/ejeas-q7",7,41,42.50,1,2.0,0.244,42.50,42.60,46.75,53.75,54.33,54.50,58.80,,,,,,,42.50,42.60,46.75,53.75,54.33,54.50,58.80,
"Auto-moto","Interkomy na motorku","Ejeas V4PLUS",707659040,"EJEAS",5905156101937,"085459","https://www.premiumstore.sk/interkom-ejeas-v4-plus-pre-motocyklistov-pre-az-4-ucastnikov/","https://interkomy-na-motorky.heureka.sk/ejeas-v4plus",6,53,43.50,1,2.0,0.244,43.50,44.42,50.56,53.36,53.59,59.90,,,,,,,,,43.50,44.42,50.56,53.36,53.59,59.90,
"Auto-moto","Interkomy na motorku","EJEAS V6PRO+ motorcycle intercom",752340844,"EJEAS",5906168433962,"064409","https://www.premiumstore.sk/ejeas-v6pro--motorcycle-intercom/","https://interkomy-na-motorky.heureka.sk/ejeas-v6pro",1,32,31.00,1,2.0,0.190,31.00,,,,,,,,,,,,,,,,,,,31.00,
"Auto-moto","Interkomy na motorku","Midland BTR1 Advanced, Single",702289554,"Midland",8011869205101,"KB_100002102887","https://www.premiumstore.sk/midland-btr1-advanced--single/","https://interkomy-na-motorky.heureka.sk/midland-bt-r1",2,1,219.00,1,2.0,0.320,219.00,319.00,,,,,,,,,,,,,,,,,219.00,319.00,
"Auto-moto","Interkomy na motorku","Motorcycle Intercom EJEAS K1",720759770,"EJEAS",5906168436055,"066509","https://www.premiumstore.sk/motorcycle-intercom-ejeas-k1/","https://interkomy-na-motorky.heureka.sk/ejeas-k1",10,101,107.00,1,2.0,0.292,107.00,107.97,108.92,117.58,124.90,129.04,134.84,136.50,137.00,139.13,107.00,107.97,108.92,117.58,124.90,129.04,134.84,136.50,137.00,139.13,
"Auto-moto","Interkomy na motorku","Motorcycle Intercom EJEAS MS20",720759771,"EJEAS",5906168436048,"066486","https://www.premiumstore.sk/motorcycle-intercom-ejeas-ms20/","https://interkomy-na-motorky.heureka.sk/ejeas-ms20",6,6,118.90,1,2.0,0.305,118.90,125.96,141.46,147.01,149.00,172.85,,,,,,,,,118.90,125.96,141.46,147.01,149.00,172.85,
"Auto-moto","Interkomy na motorku","Motorcycle Intercom EJEAS MS8-SE",720759769,"EJEAS",5906168436093,"066499","https://www.premiumstore.sk/motorcycle-intercom-ejeas-ms8-se/","https://interkomy-na-motorky.heureka.sk/ejeas-ms8-se",6,41,86.50,1,2.0,0.289,86.50,86.83,90.21,103.19,105.95,107.00,,,,,,,,,86.50,86.83,90.21,103.19,105.95,107.00,
"Auto-moto","Kamery do auta","IMOU Dash Cam S800 PRO",781125788,"IMOU",6939554951343,"087816","https://www.premiumstore.sk/imou-s800-pro-palubna-kamera--4k/","https://cierne-skrinky.heureka.sk/imou-dash-cam-s800-pro",4,3,107.50,1,,0.213,107.50,107.75,114.00,127.00,,,,,,,,,,,,,107.50,107.75,114.00,127.00,
"Auto-moto","Kamery do auta","Niceboy PILOT Q2 WiFi",483513357,"Niceboy",8594182425161,"KB_100001392601","https://www.premiumstore.sk/niceboy-pilot-q2-wifi/","https://cierne-skrinky.heureka.sk/niceboy-pilot-q2-wifi",14,4,29.90,1,,0.123,29.90,29.90,29.92,34.20,38.90,38.90,40.34,45.80,46.00,46.39,38.90,38.90,40.34,45.80,46.00,46.39,49.41,50.59,58.43,98.40,
"Auto-moto","Kamery do auta","Niceboy PILOT S10 Rear Cam",665177260,"Niceboy",8594182427752,"KB_100002068157","https://www.premiumstore.sk/niceboy-pilot-s10-rear-cam/","https://cierne-skrinky.heureka.sk/niceboy-pilot-s10-rear-cam",12,8,24.00,1,,0.107,24.00,24.40,24.50,26.21,34.90,34.90,36.56,37.37,38.00,39.39,24.50,26.21,34.90,34.90,36.56,37.37,38.00,39.39,40.78,43.69,
"Auto-moto","Kamery do auta","Niceboy PILOT S5 GPS + WIFI",651984007,"Niceboy",8594182427394,"KB_100002063313","https://www.premiumstore.sk/niceboy-pilot-s5-gps-wifi/","https://cierne-skrinky.heureka.sk/niceboy-pilot-s5-gps-plus-wifi",14,9,48.00,1,,0.172,48.00,48.10,49.46,53.00,57.75,57.90,63.90,68.87,69.90,75.89,57.75,57.90,63.90,68.87,69.90,75.89,75.98,76.95,77.00,84.29,
"Auto-moto","Meniče napätia do auta","Carspa P5000 24V/230V 5000W čistá sínusovka",688486472,,8596425184385,"AT_TIP-04230633","https://www.premiumstore.sk/menic-napeti-carspa-p5000-24v-230v-5000w-usb--cista-sinusovka/","https://menice-napatia.heureka.sk/carspa-p5000-24v-230v-5000w-cista-sinusovka",1,2,621.00,1,,0.453,621.00,,,,,,,,,,,,,,,,,,,621.00,
"Auto-moto","Meniče napätia do auta","Solight IN05 12V/230V 200W USB",368697956,"Solight",8595092129347,"SOL_IN05","https://www.premiumstore.sk/solight-invertor-12v--usb-500ma--kovovy--cierny--max--zatazenie--200w/","https://menice-napatia.heureka.sk/solight-in05-12v-230v-200w-usb",12,81,28.00,1,,0.190,28.00,28.30,28.30,28.89,28.89,29.90,34.99,35.22,38.60,38.60,28.30,28.89,28.89,29.90,34.99,35.22,38.60,38.60,39.95,45.56,
"Auto-moto","Meniče napätia do auta","Solight IN06 12V/230V 200W USB",368697957,"Solight",8595092129354,"SOL_IN06","https://www.premiumstore.sk/solight-invertor-12v--usb-500ma--kovovy--cierny--max--zatazenie--300w/","https://menice-napatia.heureka.sk/solight-in06-12v-230v-200w-usb",10,4,36.00,1,,0.216,36.00,36.31,36.31,37.90,43.61,43.98,47.20,47.20,47.96,49.95,36.00,36.31,36.31,37.90,43.61,43.98,47.20,47.20,47.96,49.95,
"Auto-moto","Meniče napätia do auta","Záložní zdroj VOLT POLSKA SINUS UPS 500 + AKU 40Ah / 500VA / 300W",608077833,"Volt Polska",5904100450114,"AT_VOLT-3SR500WA40","https://www.premiumstore.sk/zalozni-zdroj-volt-polska-sinus-ups-500-aku-40ah-500va-300w/","https://menice-napatia.heureka.sk/volt-polska-sinusups-500-40ah-12v-300-500w",2,3,218.50,1,,0.320,218.50,226.60,,,,,,,,,,,,,,,,,218.50,226.60,
"Auto-moto","Meniče napätia do auta","Záložní zdroj VOLT POLSKA SINUS UPS 800 + AKU 55Ah / 800VA / 500W",608077835,"Volt Polska",5904100450121,"AT_VOLT-3SR800WA55","https://www.premiumstore.sk/zalozni-zdroj-volt-polska-sinus-ups-800-aku-55ah-800va-500w/","https://menice-napatia.heureka.sk/volt-polska-sinusups-800-55ah-12v-500-800w",1,1,264.90,1,,0.331,264.90,,,,,,,,,,,,,,,,,,,264.90,
"Auto-moto","Merače hrúbky laku","UNI-T UT343A",574262712,"Uni-T",6935750534328,"085002","https://www.premiumstore.sk/meradlo-hrubky-povlaku-uni-t-ut343a/","https://merace-hrubky-laku.heureka.sk/uni-t-ut343a",9,3,72.50,1,,0.283,72.50,72.79,74.49,74.49,75.44,75.72,78.84,89.90,108.90,,,72.50,72.79,74.49,74.49,75.44,75.72,78.84,89.90,108.90,
"Auto-moto","Nabíjačky a štartovacie boxy","Compass 07167",841622279,"Compass",8591686071672,"AT_CMP-07167","https://www.premiumstore.sk/powerbanka-compass-07167-jump-starter-7200mah-600a-kompresor/","https://nabijacky-a-startovacie-boxy.heureka.sk/compass-07167",2,1,87.50,1,,0.289,87.50,103.10,,,,,,,,,,,,,,,,,87.50,103.10,
"Auto-moto","Nabíjačky a štartovacie boxy","GOOLOO GP2000 37 Wh štartér",842874867,"Gooloo",6979127740097,"087306","https://www.premiumstore.sk/gooloo-gp2000-37-wh-starter/","https://nabijacky-a-startovacie-boxy.heureka.sk/gooloo-gp2000",2,1,51.50,1,,0.261,51.50,54.50,,,,,,,,,,,,,,,,,51.50,54.50,
