old_url;new_url;match_type;old_full_path;new_full_path;old_id
/svetla/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Svetlá;Auto-moto > Autožiarovky a osvetlenie;41514
/podlozky-spz/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Podložky SPZ;Auto-moto > Príslušenstvo do auta;41577
/autopotahy/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Autopotahy;Auto-moto > Príslušenstvo do auta;41946
/povinna-vybava/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Povinná výbava;Auto-moto > Príslušenstvo do auta;42072
/drziaky-na-mobily-2/;/elektronika-do-auta/;exact;Auto-moto > Vybavenie auta > Držiaky na mobily;Auto-moto > Elektronika do auta;42501
/osviezovace-vzduchu/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Osviežovače vzduchu;Auto-moto > Príslušenstvo do auta;42816
/poistky-3/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Poistky;Auto-moto > Príslušenstvo do auta;43023
/organizery-do-kufru/;/vybavenie-auta/;exact;Auto-moto > Vybavenie auta > Organizéry do kufru;Auto-moto > Príslušenstvo do auta;43188
/menice-napatie-2/;/elektronika-do-auta/;exact;Auto-moto > Vybavenie auta > Meniče napätie;Auto-moto > Elektronika do auta;43362
/ventilatory-2/;/vybavenie-auta/;ancestor(-1);Auto-moto > Vybavenie auta > Ventilátory;Auto-moto > Príslušenstvo do auta;44652
/odpojovac-baterie/;/vybavenie-auta/;ancestor(-1);Auto-moto > Vybavenie auta > Odpojovač batérie;Auto-moto > Príslušenstvo do auta;44832
/12v-white-laser/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > 12V White Laser;Auto-moto > Autožiarovky a osvetlenie;40911
/led-ziarovky-2/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > LED žiarovky;Auto-moto > Autožiarovky a osvetlenie;42978
/smd-led-ziarovky/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > SMD LED žiarovky;Auto-moto > Autožiarovky a osvetlenie;42981
/12v-halogenove/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > 12V halogenové;Auto-moto > Autožiarovky a osvetlenie;43605
/12v-3/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > 12V;Auto-moto > Autožiarovky a osvetlenie;43611
/csp-led-ziarovky/;/autoziarovky-a-osvetlenie/;ancestor(-1);Auto-moto > Vybavenie auta > Autožiarovky > CSP LED žiarovky;Auto-moto > Autožiarovky a osvetlenie;44448
/24v/;/autoziarovky-a-osvetlenie/;ancestor(-1);Auto-moto > Vybavenie auta > Autožiarovky > 24V;Auto-moto > Autožiarovky a osvetlenie;44610
/sady-zarovek/;/autoziarovky-a-osvetlenie/;exact;Auto-moto > Vybavenie auta > Autožiarovky > Sady žárovek;Auto-moto > Autožiarovky a osvetlenie;44613
/12v-excelite/;/autoziarovky-a-osvetlenie/;ancestor(-1);Auto-moto > Vybavenie auta > Autožiarovky > 12V Excelite;Auto-moto > Autožiarovky a osvetlenie;45090
/reflexni-doplnky/;/ochranne-pomocky-a-odevy/;exact;Náradie a dielňa > Ochranné pomôcky a odevy > Reflexní doplnky;Dielňa a záhrada > Ochranné pomôcky a odevy;40929
/pracovne-rukavice/;/ochranne-pomocky-a-odevy/;exact;Náradie a dielňa > Ochranné pomôcky a odevy > Pracovné rukavice;Dielňa a záhrada > Ochranné pomôcky a odevy;42387
/kukly-a-stity/;/ochranne-pomocky-a-odevy/;ancestor(-1);Náradie a dielňa > Ochranné pomôcky a odevy > Kukly a štíty;Dielňa a záhrada > Ochranné pomôcky a odevy;44406
/okuliare/;/ochranne-pomocky-a-odevy/;ancestor(-1);Náradie a dielňa > Ochranné pomôcky a odevy > Okuliare;Dielňa a záhrada > Ochranné pomôcky a odevy;44616
/chranice-sluchu/;/ochranne-pomocky-a-odevy/;ancestor(-1);Náradie a dielňa > Ochranné pomôcky a odevy > Chrániče sluchu;Dielňa a záhrada > Ochranné pomôcky a odevy;45486
/reflexni-prvky/;/cyklistika/;exact;Šport, hračky a voľný čas > Cyklistika > Reflexní prvky;Cestovanie, šport a outdoor > Cyklistika;40935
/elektrokola/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Elektrokola;Cestovanie, šport a outdoor > Cyklistika;42372
/cyklotasky/;/cyklistika/;exact;Šport, hračky a voľný čas > Cyklistika > Cyklotašky;Cestovanie, šport a outdoor > Cyklistika;43263
/pumpy-na-kolo/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Pumpy na kolo;Cestovanie, šport a outdoor > Cyklistika;43428
/zamky-na-kolo/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Zámky na kolo;Cestovanie, šport a outdoor > Cyklistika;44670
/svietidla-na-kolo/;/cyklistika/;exact;Šport, hračky a voľný čas > Cyklistika > Svietidlá na kolo;Cestovanie, šport a outdoor > Cyklistika;45018
/stojany-a-drziaky-na-kolesa/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Stojany a držiaky na kolesá;Cestovanie, šport a outdoor > Cyklistika;45123
/ostatne-cyklo-doplnky/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Ostatné cyklo doplnky;Cestovanie, šport a outdoor > Cyklistika;45126
/cyklodrzaky/;/cyklistika/;ancestor(-1);Šport, hračky a voľný čas > Cyklistika > Cyklodržáky;Cestovanie, šport a outdoor > Cyklistika;45135
/upinacie-gumy-a-pasy/;/bezpecnost/;exact;Auto-moto > Bezpečnosť > Upínacie gumy a pásy;Auto-moto > Bezpečnosť;40944
/parkovaci-senzory/;/bezpecnost/;exact;Auto-moto > Bezpečnosť > Parkovací senzory;Auto-moto > Bezpečnosť;41244
/zimni-doplnky/;/bezpecnost/;exact;Auto-moto > Bezpečnosť > Zimní doplnky;Auto-moto > Bezpečnosť;42012
/tazna-lana/;/bezpecnost/;exact;Auto-moto > Bezpečnosť > Tažná lana;Auto-moto > Bezpečnosť;43149
/testery-alkoholu-2/;/bezpecnost/;ancestor(-1);Auto-moto > Bezpečnosť > Testery alkoholu;Auto-moto > Bezpečnosť;43275
/kamery-do-auta-2/;/bezpecnost/;ancestor(-1);Auto-moto > Bezpečnosť > Kamery do autá;Auto-moto > Bezpečnosť;44682
/autosedacky/;/bezpecnost/;exact;Auto-moto > Bezpečnosť > Autosedačky;Auto-moto > Bezpečnosť;44766
/prepinace-napajeni/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;Elektro, Smart Home a osvetlenie > Ističe a chrániče;40953
/poistky/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Poistky;Elektro, Smart Home a osvetlenie > Ističe a chrániče;41730
/stykace/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Stykače;Elektro, Smart Home a osvetlenie > Ističe a chrániče;41739
/prepatove-ochrany-dc/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Prepäťové ochrany DC;Elektro, Smart Home a osvetlenie > Ističe a chrániče;42498
/prepatove-ochrany-ac/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Prepäťové ochrany AC;Elektro, Smart Home a osvetlenie > Ističe a chrániče;43074
/odpinace-odpojovace/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Odpínače/odpojovače;Elektro, Smart Home a osvetlenie > Ističe a chrániče;43248
/proudove-chranice/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Proudové chrániče;Elektro, Smart Home a osvetlenie > Ističe a chrániče;43419
/istice-ac/;/istice-a-chranice/;exact;Elektroinštalačný materiál > Ističe a chrániče > Ističe AC;Elektro, Smart Home a osvetlenie > Ističe a chrániče;43554
/motorove-istice/;/istice-a-chranice/;ancestor(-1);Elektroinštalačný materiál > Ističe a chrániče > Motorové ističe;Elektro, Smart Home a osvetlenie > Ističe a chrániče;44349
/pojistne-odpojovace/;/istice-a-chranice/;ancestor(-1);Elektroinštalačný materiál > Ističe a chrániče > Pojistné odpojovače;Elektro, Smart Home a osvetlenie > Ističe a chrániče;44751
/odpojovace-baterii-2/;/istice-a-chranice/;ancestor(-1);Elektroinštalačný materiál > Ističe a chrániče > Odpojovače batérií;Elektro, Smart Home a osvetlenie > Ističe a chrániče;44829
/pojistkova-puzdra/;/istice-a-chranice/;ancestor(-1);Elektroinštalačný materiál > Ističe a chrániče > Pojistková puzdrá;Elektro, Smart Home a osvetlenie > Ističe a chrániče;45144
/istice-dc/;/istice-a-chranice/;ancestor(-1);Elektroinštalačný materiál > Ističe a chrániče > Ističe DC;Elektro, Smart Home a osvetlenie > Ističe a chrániče;45168
/fotovoltaicke-prislusenstvo/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Fotovoltaické príslušenstvo;Fotovoltaika > Fotovoltaika;40959
/konstrukcia-pre-solarne-panely/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely;Fotovoltaika > Fotovoltaika;40974
/kable-pre-fotovoltaiku/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Káble pre fotovoltaiku;Fotovoltaika > Fotovoltaika;41082
/rozvadzace/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Rozvádzače;Fotovoltaika > Fotovoltaika;41358
/ochrana-fv-instalaci/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Ochrana FV instalací;Fotovoltaika > Fotovoltaika;41526
/konektory-pre-fotovoltaiku/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Konektory pre fotovoltaiku;Fotovoltaika > Fotovoltaika;41676
/solarne-regulatory/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Solárne regulátory;Fotovoltaika > Fotovoltaika;42237
/solarne-panely/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Solárne panely;Fotovoltaika > Fotovoltaika;42558
/solarne-zostavy/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Solárne zostavy;Fotovoltaika > Fotovoltaika;42897
/nabijacie-stanice/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Nabíjacie stanice;Fotovoltaika > Fotovoltaika;43092
/naradie-pre-fotovoltaiku/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Náradie pre fotovoltaiku;Fotovoltaika > Fotovoltaika;43278
/solarne-menice-napatie/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Solárne meniče napätie;Fotovoltaika > Fotovoltaika;43368
/elektromery/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Elektromery;Fotovoltaika > Fotovoltaika;43533
/solarne-nabijacky-2/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Solárne nabíjačky;Fotovoltaika > Fotovoltaika;44925
/solarne-baterie-2/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Solárne batérie;Fotovoltaika > Fotovoltaika;45360
/baterie-a-prislusenstvo/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Batérie a príslušenstvo;Fotovoltaika > Fotovoltaika;47934
/menice/;/fotovoltaika-2/;ancestor(-1);Fotovoltaika a energie > Fotovoltaika > Meniče;Fotovoltaika > Fotovoltaika;47940
/bezdratove-zvonceky/;/brany-a-zvonceky/;exact;Záhrada > Brány a zvončeky > Bezdrátové zvončeky;Dielňa a záhrada > Brány a zvončeky;40965
/parkovaci-zabrany/;/brany-a-zvonceky/;exact;Záhrada > Brány a zvončeky > Parkovací zábrany;Dielňa a záhrada > Brány a zvončeky;41742
/prislusenstvo-pre-pohony-vrat/;/brany-a-zvonceky/;exact;Záhrada > Brány a zvončeky > Príslušenstvo pre pohony vrat;Dielňa a záhrada > Brány a zvončeky;43170
/pohony-kridlova-vrata/;/brany-a-zvonceky/;exact;Záhrada > Brány a zvončeky > Pohony křídlová vrata;Dielňa a záhrada > Brány a zvončeky;44202
/postovni-schranky/;/brany-a-zvonceky/;ancestor(-1);Záhrada > Brány a zvončeky > Poštovní schránky;Dielňa a záhrada > Brány a zvončeky;44625
/pohony-pre-garazova-vrata/;/brany-a-zvonceky/;ancestor(-1);Záhrada > Brány a zvončeky > Pohony pre garážová vrata;Dielňa a záhrada > Brány a zvončeky;44964
/schranky-na-kluce/;/brany-a-zvonceky/;ancestor(-1);Záhrada > Brány a zvončeky > Schránky na kľúče;Dielňa a záhrada > Brány a zvončeky;45222
/pohony-posuvne-vrata/;/brany-a-zvonceky/;ancestor(-1);Záhrada > Brány a zvončeky > Pohony posuvné vrata;Dielňa a záhrada > Brány a zvončeky;45327
/visaci-zamky/;/brany-a-zvonceky/;ancestor(-1);Záhrada > Brány a zvončeky > Visací zámky;Dielňa a záhrada > Brány a zvončeky;48180
/ostatne/;/zahradne-naradie-2/;exact;Záhrada > Záhradné náradie > Ostatné;Dielňa a záhrada > Záhradné náradie;40971
/zahradne-noznice-2/;/zahradne-naradie-2/;exact;Záhrada > Záhradné náradie > Záhradné nožnice;Dielňa a záhrada > Záhradné náradie;43296
/lopaty/;/zahradne-naradie-2/;ancestor(-1);Záhrada > Záhradné náradie > Lopaty;Dielňa a záhrada > Záhradné náradie;44061
/sady-zahradneho-naradie/;/zahradne-naradie-2/;ancestor(-1);Záhrada > Záhradné náradie > Sady záhradného náradie;Dielňa a záhrada > Záhradné náradie;44712
/hrable/;/zahradne-naradie-2/;exact;Záhrada > Záhradné náradie > Hrable;Dielňa a záhrada > Záhradné náradie;45423
/na-sikmou-strechu/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely > Na šikmou střechu;Fotovoltaika > Fotovoltaika;40977
/spojovacie-material/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely > Spojovacie materiál;Fotovoltaika > Fotovoltaika;42234
/profily-a-listy/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely > Profily a lišty;Fotovoltaika > Fotovoltaika;42312
/doplnky-a-prislusenstvo/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely > Doplnky a príslušenstvo;Fotovoltaika > Fotovoltaika;42774
/na-rovnou-strechu/;/fotovoltaika-2/;exact;Fotovoltaika a energie > Fotovoltaika > Konštrukcia pre solárne panely > Na rovnou střechu;Fotovoltaika > Fotovoltaika;43482
/specialne-naradie-a-pripravky/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky;Auto-moto > Garáž, dielňa, servis;40983
/autodiagnostika/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Autodiagnostika;Auto-moto > Garáž, dielňa, servis;41109
/kompresory--hustilky/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Kompresory, hustilky;Auto-moto > Garáž, dielňa, servis;41169
/elektroinstalacny-material-3/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Elektroinštalačný materiál;Auto-moto > Garáž, dielňa, servis;41655
/autoplachty/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Autoplachty;Auto-moto > Garáž, dielňa, servis;41661
/autonaradi--doplnky/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Autonářadí, doplnky;Auto-moto > Garáž, dielňa, servis;41736
/parkovaci-zabrany-2/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Parkovací zábrany;Auto-moto > Garáž, dielňa, servis;41745
/kanystry/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Kanystry;Auto-moto > Garáž, dielňa, servis;42069
/hevaky/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Heváky;Auto-moto > Garáž, dielňa, servis;42147
/cerpadla-3/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Čerpadlá;Auto-moto > Garáž, dielňa, servis;42549
/stahovaky-2/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Sťahováky;Auto-moto > Garáž, dielňa, servis;43071
/hasici-pristroje-2/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Hasicí prístroje;Auto-moto > Garáž, dielňa, servis;44847
/brzdy/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Brzdy;Auto-moto > Garáž, dielňa, servis;40986
/interier/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Interiér;Auto-moto > Garáž, dielňa, servis;41172
/podvozek/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Podvozek;Auto-moto > Garáž, dielňa, servis;42138
/motor/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Motor;Auto-moto > Garáž, dielňa, servis;42201
/ostatne-pripravky/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Ostatné prípravky;Auto-moto > Garáž, dielňa, servis;43305
/navijaky-a-zdvihaky/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Navijaky a zdviháky;Auto-moto > Garáž, dielňa, servis;44301
/testery-3/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Testery;Auto-moto > Garáž, dielňa, servis;44583
/exterier-2/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Exteriér;Auto-moto > Garáž, dielňa, servis;44937
/stlacovaky-brzdovych-pistu/;/garaz--dielna--servis/;exact;Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Brzdy > Stlačováky brzdových pístů;Auto-moto > Garáž, dielňa, servis;40989
/vymena-brzdove-kvapaliny/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Brzdy > Výměna brzdové kvapaliny;Auto-moto > Garáž, dielňa, servis;41541
/ostatne-pripravky-na-brzdy/;/garaz--dielna--servis/;ancestor(-1);Auto-moto > Garáž, Dielňa, Servis > Špeciálne náradie a prípravky > Brzdy > Ostatné prípravky na brzdy;Auto-moto > Garáž, dielňa, servis;45651
/zalozne-zdroje-pre-obehova-cerpadla/;/zalozne-zdroje-a-ups/;exact;Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá;Fotovoltaika > Záložné zdroje a UPS;40995
/powerbanky-2/;/zalozne-zdroje-a-ups/;exact;Fotovoltaika a energie > Záložné zdroje a UPS > Powerbanky;Fotovoltaika > Záložné zdroje a UPS;42231
/stabilizatory-napatie/;/zalozne-zdroje-a-ups/;exact;Fotovoltaika a energie > Záložné zdroje a UPS > Stabilizátory napätie;Fotovoltaika > Záložné zdroje a UPS;42579
/hybridni-zdroje-energia/;/zalozne-zdroje-a-ups/;ancestor(-1);Fotovoltaika a energie > Záložné zdroje a UPS > Hybridní zdroje energia;Fotovoltaika > Záložné zdroje a UPS;43944
/ups/;/zalozne-zdroje-a-ups/;exact;Fotovoltaika a energie > Záložné zdroje a UPS > UPS;Fotovoltaika > Záložné zdroje a UPS;44187
/ampermetre-a-voltmetre/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Ampérmetre a voltmetre;Dielňa a záhrada > MERACIE TECHNIKA;41001
/detektory/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Detektory;Dielňa a záhrada > MERACIE TECHNIKA;41151
/infrateplomery-a-termokamery/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Infrateploměry a termokamery;Dielňa a záhrada > MERACIE TECHNIKA;41154
/meranie-neelektrickych-velicin/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Meranie neelektrických veličin;Dielňa a záhrada > MERACIE TECHNIKA;41289
/osciloskopy-a-generatory/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Osciloskopy a Generátory;Dielňa a záhrada > MERACIE TECHNIKA;41469
/prislusenstvo-k-meracie-technice/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Príslušenstvo k meracie technice;Dielňa a záhrada > MERACIE TECHNIKA;41574
/laboratorni-zdroje/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Laboratorní zdroje;Dielňa a záhrada > MERACIE TECHNIKA;42264
/testery-2/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Testery;Dielňa a záhrada > MERACIE TECHNIKA;42492
/meracie-lasery/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Meracie lasery;Dielňa a záhrada > MERACIE TECHNIKA;42606
/nivelacne-pristroje/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Nivelačné prístroje;Dielňa a záhrada > MERACIE TECHNIKA;42609
/meridla/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Měřidla;Dielňa a záhrada > MERACIE TECHNIKA;42918
/inspekcni-kamery--endoskopy-2/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > Inspekční kamery, endoskopy;Dielňa a záhrada > MERACIE TECHNIKA;43332
/meranie-vody--plynu--vykurovanie--elektriny/;/meracie-technika/;ancestor(-1);Náradie a dielňa > MERACIE TECHNIKA > Meranie vody, plynu, vykurovanie, elektřiny;Dielňa a záhrada > MERACIE TECHNIKA;43818
/dvb-s-s2-t-t2-c/;/meracie-technika/;exact;Náradie a dielňa > MERACIE TECHNIKA > DVB-S/S2/T/T2/C;Dielňa a záhrada > MERACIE TECHNIKA;44229
/silove-kable/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > Silové káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;41007
/utp-a-ftp-kable/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;41025
/fotovoltaicke-kable/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > Fotovoltaické káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;41079
/patch-kable-2/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > Patch káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;41394
/koaxialne-kable-2/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > Koaxiálne káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;41397
/dvojlinky/;/kable-a-vodice/;exact;Elektroinštalačný materiál > Káble a vodiče > Dvojlinky;Elektro, Smart Home a osvetlenie > Káble a vodiče;41586
/auto-kable/;/kable-a-vodice/;ancestor(-1);Elektroinštalačný materiál > Káble a vodiče > Auto káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;44571
/mikrofonni-kable/;/kable-a-vodice/;ancestor(-1);Elektroinštalačný materiál > Káble a vodiče > Mikrofonní káble;Elektro, Smart Home a osvetlenie > Káble a vodiče;45198
/prislusenstvo-4/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO;Elektro, Smart Home a osvetlenie > Kamerové systémy;41019
/hdcvi--hdtvi--ahd-kamery/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > HDCVI, HDTVI, AHD kamery;Elektro, Smart Home a osvetlenie > Kamerové systémy;41088
/ip-sietove-kamery/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > IP sieťové kamery;Elektro, Smart Home a osvetlenie > Kamerové systémy;41373
/kamerove-sety/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > Kamerové sety;Elektro, Smart Home a osvetlenie > Kamerové systémy;41571
/ip-smart-kamery/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > IP SMART kamery;Elektro, Smart Home a osvetlenie > Kamerové systémy;42030
/kamery-4v1/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > KAMERY 4v1;Elektro, Smart Home a osvetlenie > Kamerové systémy;42753
/ip-sietove-videorekordery--nvr/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > IP sieťové videorekordéry (NVR);Elektro, Smart Home a osvetlenie > Kamerové systémy;42825
/inspekcni-kamery--endoskopy/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > Inspekční kamery, endoskopy;Elektro, Smart Home a osvetlenie > Kamerové systémy;43329
/hdcvi-a-5v1-videorekordery/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > HDCVI a 5v1 videorekordéry;Elektro, Smart Home a osvetlenie > Kamerové systémy;43566
/atrapy-kamer/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > Atrapy kamer;Elektro, Smart Home a osvetlenie > Kamerové systémy;43779
/akcni-kamery/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > Akční kamery;Elektro, Smart Home a osvetlenie > Kamerové systémy;44934
/domove-videotelefony/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > Domové videotelefony;Elektro, Smart Home a osvetlenie > Kamerové systémy;44979
/kable/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Káble;Elektro, Smart Home a osvetlenie > Kamerové systémy;41022
/konektory/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Konektory;Elektro, Smart Home a osvetlenie > Kamerové systémy;41418
/napajacie-zdroje/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Napájacie zdroje;Elektro, Smart Home a osvetlenie > Kamerové systémy;41691
/montazne-skrine-a-racky/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Montážne skrine a racky;Elektro, Smart Home a osvetlenie > Kamerové systémy;41961
/interne-pevne-disky/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Interné pevné disky;Elektro, Smart Home a osvetlenie > Kamerové systémy;42297
/poe-switche/;/kamerove-systemy/;exact;Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > PoE switche;Elektro, Smart Home a osvetlenie > Kamerové systémy;42810
/drziaky/;/kamerove-systemy/;ancestor(-1);Bezpečnosť a smart domácnosť > Kamerové systémy > PRÍSLUŠENSTVO > Držiaky;Elektro, Smart Home a osvetlenie > Kamerové systémy;43461
