"code";"pairCode";"name";"guid";"externalId";"ean";"productNumber";"serialNumber";"defaultCategory";"categoryText";"categoryText2";"categoryText3";"categoryText4";"categoryText5";"categoryText6";"categoryText7";"categoryText8";"categoryText9";"categoryText10";"xmlFeedName";""
"KB_100002136323";"";"Fixed Powerstation Uni FIXPOS-U-BK";"bf621d20-92ac-11f1-b4ed-bc2411833e01";"";"8591680182077";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"Fixed FIXPOS-U-BK";""
"KB_100002136514";"";"Ninja FB131EUWH Frost Vault 28l";"bff13960-92ac-11f1-abf5-bc2411833e01";"";"622356289535";"";"";"Domáce spotrebiče > Veľké spotrebiče > Chladničky > Chladiace tašky a boxy";"Domáce spotrebiče > Veľké spotrebiče > Chladničky > Chladiace tašky a boxy";"";"";"";"";"";"";"";"";"";"Ninja FB131EUGY";""
"KB_100002136516";"";"Ninja FB151EUGY Frost Vault 47l";"c0010016-92ac-11f1-86c0-bc2411833e01";"";"622356298902";"";"";"Domáce spotrebiče > Veľké spotrebiče > Chladničky > Chladiace tašky a boxy";"Domáce spotrebiče > Veľké spotrebiče > Chladničky > Chladiace tašky a boxy";"";"";"";"";"";"";"";"";"";"Ninja FB151EUGY";""
"KB_100002134421";"";"G3Ferrari G2015200 Citrusovač Ribera";"c014945a-92ac-11f1-88f3-bc2411833e01";"";"8055176400286";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Lisy na citrusy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Lisy na citrusy";"";"";"";"";"";"";"";"";"";"G3 Ferrari G2015200";""
"KB_100002134612";"";"Samsung QE55Q7F QLED";"c15253ca-92ac-11f1-9925-bc2411833e01";"";"8806097118565";"";"";"TV, audio a video > Televízory > QLED, NeoQLED televízory";"TV, audio a video > Televízory > QLED, NeoQLED televízory";"";"";"";"";"";"";"";"";"";"Samsung QE55Q7FAAU";""
"KB_100002141000";"";"Fixed MagMate FIXMM-BK";"c1a51ab0-92ac-11f1-b0ff-bc2411833e01";"";"8591680183333";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"FIXED MagMate s prísavkami a podporou MagSafe čierny FIXMM-BK";""
"KB_100001946099";"";"Leifheit Stěrka na dlažbu Classic s tele";"c20e12c2-92ac-11f1-b9fc-bc2411833e01";"";"4006501564214";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"";"";"";"";"";"";"";"";"";"Leifheit 56421 Stěrka na dlažbu Classic s teleskopickou tyčí";""
"KB_100002063691";"";"Leifheit Návlek na mop PROFI pro venkovn";"c217ee64-92ac-11f1-80eb-bc2411833e01";"";"4006501551467";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"";"";"";"";"";"";"";"";"";"Leifheit 55146 Outdoor do mop a Profi";""
"KB_100002136162";"";"Leifheit Čistič na okna s rozprašovačem";"c22c4c24-92ac-11f1-891e-bc2411833e01";"";"4006501511652";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čistiace prostriedky";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čistiace prostriedky";"";"";"";"";"";"";"";"";"";"Leifheit 51165 Micro Duo mop na okná s čističom na sklo 500 ml";""
"KB_100002141318";"";"Samsung Galaxy Z Fold7 5G 256GB Black";"c2827f90-92ac-11f1-8af9-bc2411833e01";"";"8806097425106";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Z Fold7 F966B 12GB/256GB Jetblack";""
"KB_100002141320";"";"Samsung Galaxy Z Fold7 5G 512GB Blue";"c28c7cca-92ac-11f1-8c79-bc2411833e01";"";"8806097424239";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Z Fold7 F966B 12GB/512GB Blue Shadow";""
"KB_100002141409";"";"Leifheit mop na stírání prachu SUPERDUST";"c2d586f4-92ac-11f1-a995-bc2411833e01";"";"4006501555175";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"";"";"";"";"";"";"";"";"";"Leifheit 55517";""
"KB_100002141555";"";"Philips TAZ6000 Radiomagnetofon";"c38aa142-92ac-11f1-9bfb-bc2411833e01";"";"4895229151895";"";"";"TV, audio a video > Audio technika > Radiomagnetofóny > Radiomagnetofóny s CD";"TV, audio a video > Audio technika > Radiomagnetofóny > Radiomagnetofóny s CD";"";"";"";"";"";"";"";"";"";"Philips TAZ6000/10";""
"KB_100002142496";"";"Samsung VG-SCFF85TKBXC";"c4e01d74-92ac-11f1-9976-bc2411833e01";"";"8806097237587";"";"";"TV, audio a video > Príslušenstvo k TV, audio, video";"TV, audio a video > Príslušenstvo k TV, audio, video";"";"";"";"";"";"";"";"";"";"Samsung VG-SCFF85TKBXC";""
"KB_100002141943";"";"Fixed pouzdro XRedmi 15C FIXOP3-1576-BK";"c6a9f972-92ac-11f1-be01-bc2411833e01";"";"8591680184477";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed Opus pro Xiaomi Redmi 15C 4G/5G černé FIXOP3-1576-BK";""
"KB_100002142498";"";"Samsung VG-SCFF75TKBXC";"c738d0ac-92ac-11f1-9602-bc2411833e01";"";"8806097237563";"";"";"TV, audio a video > Príslušenstvo k TV, audio, video";"TV, audio a video > Príslušenstvo k TV, audio, video";"";"";"";"";"";"";"";"";"";"Samsung VG-SCFF75TKBXC";""
"KB_100002164140";"";"Pedrini Infinity červená 3 porce";"c7b0b0f4-92ac-11f1-92a5-bc2411833e01";"";"883336417380";"";"";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"";"";"";"";"";"";"";"";"";"Pedrini Infinity 3";""
"KB_100002161617";"";"Fixed nabíječka GaN 65W FIXCG65R-2C-WH";"c8236388-92ac-11f1-826f-bc2411833e01";"";"8591680186013";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"FIXED GaN 65W nabíjačka s navíjacím káblom FIXCG65R-2C-WH";""
"KB_100002171984";"";"Redmi Pad 2 Pro 6/128GB stříbrná (71048)";"c89410c4-92ac-11f1-94ea-bc2411833e01";"";"6932554467364";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Xiaomi Redmi Pad 2 Pro 6GB/128GB Silver";""
"KB_100002164121";"";"Embassy Nairobi";"c8a76c82-92ac-11f1-9adb-bc2411833e01";"";"8594180080195";"";"";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Automatická espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Automatická espressá";"";"";"";"";"";"";"";"";"";"Embassy Nairobi 8519";""
"KB_100002172068";"";"FIXED FIXRBM-1200-RA Zadní kryt FIXED Ma";"c8c48902-92ac-11f1-8131-bc2411833e01";"";"8591680187652";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed kryt MagRainbow s podporou Magsafe pro Apple iPhone 15, duhový FIXRBM-1200-RA";""
"KB_100002168766";"";"Samsung S731 Galaxy S25 FE 256GB Navy";"c8d7c80a-92ac-11f1-8024-bc2411833e01";"";"8806097644958";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy S25 FE 8GB/256GB Navy";""
"KB_100002168774";"";"Samsung Galaxy Tab S10 Lite WiFi Silver";"c8e30b70-92ac-11f1-be82-bc2411833e01";"";"8806097638353";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Tab S10 Lite SM-X400NZSREUE";""
"KB_100002172263";"";"Samsung Galaxy Tab A11 64GB Silver";"c8f618d2-92ac-11f1-b958-bc2411833e01";"";"8806097781899";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Tab A11 Wi-Fi 4GB/64GB SM-X130NZSAEUE";""
"KB_100002197033";"";"Coox silikonový vál 60x40 cm, červená";"c9a1eee6-92ac-11f1-961f-bc2411833e01";"";"4260191684335";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Doštičky, Podložky, Krájacie dosky";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Doštičky, Podložky, Krájacie dosky";"";"";"";"";"";"";"";"";"";"Silikónová doska coox s klipom 60x40 cm Farba: Červená";""
"KB_100002154294";"";"Kingston Canvas Select Plus/Micro 128GB";"c9d4c730-92ac-11f1-bc08-bc2411833e01";"";"740617348453";"";"";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > Pamäťové karty";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > Pamäťové karty";"";"";"";"";"";"";"";"";"";"Kingston Canvas Select Plus MicroSDXC 128GB SDCS3/128GB";""
"KB_100002171983";"";"Redmi Pad 2 Pro 6/128GB šedá (70403)";"ca06b074-92ac-11f1-b6cf-bc2411833e01";"";"6932554463670";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Xiaomi Redmi Pad 2 Pro 6GB/128GB Graphite Gray";""
"KB_100002168772";"";"Samsung Galaxy Tab S10 Lite WiFi Gray";"ca57d9fe-92ac-11f1-b0c3-bc2411833e01";"";"8806097638551";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Tab S10 Lite SM-X400NZAREUE";""
"KB_100002172122";"";"JBL Tuner 3 White Přenosné rádio";"ca61feb6-92ac-11f1-a689-bc2411833e01";"";"1200130024054";"";"";"TV, audio a video > Reproduktory > Bezdrátové reproduktory";"TV, audio a video > Reproduktory > Bezdrátové reproduktory";"";"";"";"";"";"";"";"";"";"JBL Tuner";""
"KB_100002172264";"";"Samsung Galaxy Tab A11 LTE 64GB Gray";"ca89a06a-92ac-11f1-baa1-bc2411833e01";"";"8806097744269";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Samsung Galaxy Tab A11 LTE 4GB/64GB SM-X135FZAAEUE";""
"KB_100002200746";"";"FIXED kryt SG S26 Ultra FIXFLM-1706-BL";"cb2492dc-92ac-11f1-a2e7-bc2411833e01";"";"8591680193073";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed MagFlow Samsung Galaxy S26 Ultra modrý FIXFLM2-1706-BL";""
"KB_100002200752";"";"FIXED kryt SG S26 Ultra FIXMMY-1706-BK";"cb2e1eba-92ac-11f1-a18a-bc2411833e01";"";"8591680191406";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed MagMisty Samsung Galaxy S26 Ultra čierny FIXMMY-1706-BK";""
"KB_100002197913";"";"NS1 Laysara: Summit Kingdom";"cb8cf2e6-92ac-11f1-815f-bc2411833e01";"";"5906213246004";"";"";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry";"";"";"";"";"";"";"";"";"";"Laysara: Summit Kingdom";""
"KB_100002200256";"";"Fixed nabiječka,mini,USB-C,FIXCG65M-C-WH";"cbd42b48-92ac-11f1-8c44-bc2411833e01";"";"8591680188963";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"Fixed FIXCG65M-C-WH";""
"KB_100002172036";"";"FIXED FIXORB2-WH Nabíjecí USB-C adaptér";"cbe1e602-92ac-11f1-8d60-bc2411833e01";"";"8591680183555";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"Fixed Orb 2 nabíjací USB-C adaptér pre Apple Watch s podporou rýchlonabíjania, biely FIXORB2-WH";""
"KB_100001783702";"";"N'oveen ohřívač vody IWH850";"cc2b5a76-92ac-11f1-9c71-bc2411833e01";"";"5902221621512";"";"";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"";"";"";"";"";"";"";"";"";"NOVEEN IWH850 INOX";""
"KB_100002201266";"";"Samsung Galaxy S26 5G 512GB Purple";"cc362de8-92ac-11f1-8bca-bc2411833e01";"";"8806097827863";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy S26 12GB/512GB S942B Cobalt Violet";""
"KB_100002201269";"";"Samsung Galaxy S26+ 5G 256GB Purple";"cc40750a-92ac-11f1-92ef-bc2411833e01";"";"8806097828259";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy S26+ 12GB/256GB S947B Cobalt Violet";""
"KB_100002201273";"";"Samsung Galaxy S26 Ultra 5G 512GB Black";"cc4c4ba0-92ac-11f1-a32f-bc2411833e01";"";"8806097827177";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy S26 Ultra 12GB/512GB S948B Black";""
"KB_100002200738";"";"FIXED pouzdro SG S26 Ultr FIXOP3-1706-BK";"cc774436-92ac-11f1-b3ad-bc2411833e01";"";"8591680189939";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed Opus Samsung Galaxy S26 Ultra čierne FIXOP3-1706-BK";""
"KB_100002200741";"";"FIXED kryt pro SG S26 FIXSHM-1704-TR";"cc84d380-92ac-11f1-a344-bc2411833e01";"";"8591680191802";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed MagShell Samsung Galaxy S26 číry FIXSHM-1704-TR";""
"KB_100002200777";"";"FIXED kryt SG S26 Ultra FIXFLM-1706-BK";"cc8fdf46-92ac-11f1-90db-bc2411833e01";"";"8591680191307";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed MagFlow Samsung Galaxy S26 Ultra čierny FIXFLM2-1706-BK";""
"KB_100002200782";"";"FIXED kryt pro SGS26+ FIXFLM2-1705-PI";"cc9b4958-92ac-11f1-ab96-bc2411833e01";"";"8591680193066";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed MagFlow kryt s podporou MagSafe Samsung Galaxy S26+ ružový FIXFLM2-1705-PI";""
"KB_100002200940";"";"N'oveen ohřívač vody IWH560";"ccb05384-92ac-11f1-819f-bc2411833e01";"";"5902221623042";"";"";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"";"";"";"";"";"";"";"";"";"NOVEEN IWH560";""
"KB_100002200942";"";"N'oveen ohřívač vody IWH960";"ccbca3dc-92ac-11f1-b1d9-bc2411833e01";"";"5902221623424";"";"";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody";"";"";"";"";"";"";"";"";"";"DPM IWH960";""
"KB_100002201297";"";"Samsung Galaxy S26 Ultra 5G 1TB Blue";"cd45a77c-92ac-11f1-9eac-bc2411833e01";"";"8806097827276";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy S26 Ultra 16GB/1TB S948B Sky Blue";""
"KB_100002201774";"";"Samsung A376 Galaxy A37 128GB Gray";"cd7be076-92ac-11f1-a4af-bc2411833e01";"";"8806099035259";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Samsung Galaxy A37 5G A376B 6GB/128GB Awesome Charcoal";""
"KB_100002201852";"";"ETA 005490000";"ce26c46e-92ac-11f1-abfe-bc2411833e01";"";"8590393442638";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Šľahače";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Šľahače";"";"";"";"";"";"";"";"";"";"ETA Lento II 0054 90000";""
"KB_100002201901";"";"FIXED Opus pro SG A37 5G FIXOP3-1702-BK";"ce32ea64-92ac-11f1-96cc-bc2411833e01";"";"8591680187591";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"TV, audio a video > Mobily a tablety > Príslušenstvo > Puzdrá na mobilné telefóny";"";"";"";"";"";"";"";"";"";"Fixed Opus Samsung Galaxy A37 5G čierne FIXOP3-1702-BK";""
"KB_100002202110";"";"Leifheit 3237 Vakuovací role 20x600 cm";"ced235ce-92ac-11f1-a4dc-bc2411833e01";"";"4006501032379";"";"";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Vákuovačky a zváračky";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Vákuovačky a zváračky";"";"";"";"";"";"";"";"";"";"Leifheit 03237 20 x 600 cm";""
"KB_100002202555";"";"Steba FDM 2 výrobník ledové tříště";"cfaf6e9e-92ac-11f1-bfc5-bc2411833e01";"";"4011833304513";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"";"";"";"";"";"";"";"";"";"Steba FDM 2";""
"KB_100002202632";"";"Redmi Pad 2 9.7 4/64GB Black (78859)";"cff559f4-92ac-11f1-8dbb-bc2411833e01";"";"6939093008089";"";"";"TV, audio a video > Počítače a príslušenstvo > Tablety";"TV, audio a video > Počítače a príslušenstvo > Tablety";"";"";"";"";"";"";"";"";"";"Xiaomi Redmi Pad 2 4GB/64GB Gray";""
"KB_100002202774";"";"Xiaomi 17T Pro 12/512GB Fialová";"d0274752-92ac-11f1-ae96-bc2411833e01";"";"6932554469559";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Xiaomi 17T Pro 12GB/512GB Deep Violet";""
"KB_100002202763";"";"Xiaomi 17T Pro 12/256GB Černá";"d051bdde-92ac-11f1-b92b-bc2411833e01";"";"6932554424053";"";"";"TV, audio a video > Mobily a tablety > Smart telefóny";"TV, audio a video > Mobily a tablety > Smart telefóny";"";"";"";"";"";"";"";"";"";"Xiaomi 17T Pro 12GB/256GB Black";""
"KB_100002143913";"";"G3Ferrari Fritéza, G1020700 Friggisano,";"d17beed2-92ac-11f1-975c-bc2411833e01";"";"8055176403904";"";"";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"";"";"";"";"";"";"";"";"";"G3 Ferrari G10207";""
"KB_100002143914";"";"G3Ferrari Fritéza, G1021200 Friggisano,";"d189642c-92ac-11f1-abba-bc2411833e01";"";"8055176404307";"";"";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"";"";"";"";"";"";"";"";"";"G3Ferrari G1021200";""
"KB_100002203800";"";"Albrecht DR 57";"d1f60942-92ac-11f1-85cf-bc2411833e01";"";"4032661272577";"";"";"TV, audio a video > Audio technika > Rádioprijímače";"TV, audio a video > Audio technika > Rádioprijímače";"";"";"";"";"";"";"";"";"";"Alan Electronics Albrecht DR 57 DAB/DAB+";""
"KB_100002144222";"";"G3Ferrari Topinkovač, G1006400, TRAMEZZO";"d2203852-92ac-11f1-9c54-bc2411833e01";"";"8058150117279";"";"";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";"";"";"";"";"";"";"";"";"";"G3Ferrari G1006400";""
"KB_410210995387";"";"HP 651 Tri-colour, C2P11AE";"d2796058-92ac-11f1-9545-bc2411833e01";"";"889296160854";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP C2P11AE - originálny";""
"KB_491500034462";"";"Maxxo vodní filtry 3+1";"d2f2daaa-92ac-11f1-b905-bc2411833e01";"";"8595235806586";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"Maxxo Uni 4 ks";""
"KB_100000236690";"";"LIMO BAR ECO - White";"d49ff6b2-92ac-11f1-bc0f-bc2411833e01";"";"8594172540560";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"Limo Bar Eco White";""
"KB_100001020867";"";"Ardes AR4B01B";"d65926b8-92ac-11f1-baa3-bc2411833e01";"";"8004032114041";"";"";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Teplovzdušné ventilátory";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Teplovzdušné ventilátory";"";"";"";"";"";"";"";"";"";"Ardes 4B01";""
"KB_100001173053";"";"Kingston USB 3.2 (gen 1) DT Kyson 128GB";"d804f50a-92ac-11f1-89a5-bc2411833e01";"";"740617309119";"";"";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > USB flash disky";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > USB flash disky";"";"";"";"";"";"";"";"";"";"KINGSTON DataTraveler Kyson 128GB DTKN/128GB";""
"KB_100000652148";"";"HP 912 Yellow, 3YL79AE";"d818a82a-92ac-11f1-b0e8-bc2411833e01";"";"192545866798";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP 3YL79AE - originálny";""
"KB_100000858011";"";"HP 117A Yellow Laser Toner, W2072A";"d8226ee6-92ac-11f1-ac3a-bc2411833e01";"";"193424172825";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"HP W2072A - originálny";""
"KB_100001714208";"";"D-LINK WiFi AX1500 Mesh 3-pack (M15-3)";"d958073a-92ac-11f1-9dfd-bc2411833e01";"";"790069461217";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"D-Link M15-3, 3ks";""
"KB_100001162127";"";"Fixed Stylus FIXGRA-BK";"da6c1094-92ac-11f1-b954-bc2411833e01";"";"8591680118687";"";"";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k tabletom > Ostatné k tabletu";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k tabletom > Ostatné k tabletu";"";"";"";"";"";"";"";"";"";"FIXED Graphite FIXGRA-BK";""
"KB_100001932193";"";"TP-LINK WiFi AX3000 (Deco X50 3-pack)";"db7166e2-92ac-11f1-92d8-bc2411833e01";"";"4897098687086";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-LINK DECO X50, 3ks";""
"KB_100002069729";"";"D-LINK WiFi N300 USB Adaptér (DWA-137)";"dcf1011c-92ac-11f1-80cb-bc2411833e01";"";"790069470967";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"";"";"";"";"";"";"";"";"";"D-Link DWA-137";""
"KB_100001723070";"";"MERCUSYS WiFi AC1900 Halo H50G (2-pack)";"dcfb64ae-92ac-11f1-9f5a-bc2411833e01";"";"6935364006600";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"Mercusys Halo H50G, 2ks";""
