"code";"pairCode";"name";"guid";"externalId";"ean";"productNumber";"serialNumber";"defaultCategory";"categoryText";"categoryText2";"categoryText3";"categoryText4";"categoryText5";"categoryText6";"categoryText7";"categoryText8";"categoryText9";"categoryText10";"xmlFeedName";""
"KB_182250445221";"";"CANON PG-40BK Black";"118ec946-92ac-11f1-a793-bc2411833e01";"";"4960999273372";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 0615B001 - originálny";""
"KB_340520055652";"";"MAXXO DH 919 Extra Tea";"13c33bb6-92ac-11f1-a610-bc2411833e01";"";"8595235803059";"";"";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"";"";"";"";"";"";"";"";"";"Maxxo SKLENICE EXTRA TEA 480 ml";""
"KB_410210585387";"";"HP 301 Tri-colour, CH562EE";"16237682-92ac-11f1-8bef-bc2411833e01";"";"884962894514";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP CH562EE - originálny";""
"KB_410210975387";"";"HP 302 Black, F6U66AE";"162d2024-92ac-11f1-8e2f-bc2411833e01";"";"888793803035";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP F6U66AE - originálny";""
"KB_410212087909";"";"KMP C88 / CL-541XL";"16f3ad52-92ac-11f1-8686-bc2411833e01";"";"4011324151732";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Canon CL-541 XL - kompatibilný";""
"KB_410230295221";"";"CANON PGI-570XL PGBK Black";"16fd15c2-92ac-11f1-8400-bc2411833e01";"";"4549292032826";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 0318C001 - originálny";""
"KB_410210177909";"";"KMP C58 / CL-41";"1737a282-92ac-11f1-b52f-bc2411833e01";"";"4011324150117";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Canon CL-41 - kompatibilný";""
"KB_410210935387";"";"HP 652 Black, F6V25AE";"17b1e5f6-92ac-11f1-ab13-bc2411833e01";"";"889296160939";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP F6V25AE - originálny";""
"KB_410210355221";"";"CANON PGI-550BK Black";"185c5522-92ac-11f1-9012-bc2411833e01";"";"4960999904580";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 6496B001 - originálny";""
"KB_410210465221";"";"CANON CLI-571 XL Y Yellow";"1866da56-92ac-11f1-ae18-bc2411833e01";"";"4549292032888";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 0334C001 - originálny";""
"KB_410210485221";"";"CANON CLI-571 XL C Cyan";"1870ce30-92ac-11f1-8dc5-bc2411833e01";"";"4549292032857";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 0332C001 - originálny";""
"KB_410210615387";"";"HP 301 Black, CH561EE";"187bcb28-92ac-11f1-ba85-bc2411833e01";"";"884962894415";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP CH561EE - originálny";""
"KB_410214457909";"";"KMP H76 (CH564EE)";"18a43036-92ac-11f1-8b12-bc2411833e01";"";"4011324172034";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP HP CH564EE - kompatibilný";""
"KB_341950068119";"";"LEIFHEIT Sací hubice 17 cm";"198d33da-92ac-11f1-bc32-bc2411833e01";"";"4006501510075";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čističe okien";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čističe okien";"";"";"";"";"";"";"";"";"";"Leifheit 51007 sacia hubica 17 cm";""
"KB_491200098119";"";"Leifheit Thermo Reflect L/Universal";"1a93c8e8-92ac-11f1-bd7d-bc2411833e01";"";"4006501716088";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k žehlenie";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k žehlenie";"";"";"";"";"";"";"";"";"";"Leifheit Thermo Reflect Universal 71608";""
"KB_491500014462";"";"BWT náhradní filtry Mg2+ 3ks";"1aad4e94-92ac-11f1-b660-bc2411833e01";"";"9022001909848";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"BWT Longlife Mg2+ 3 ks";""
"KB_410210665387";"";"HP 650 Black, CZ101AE";"1b14ddac-92ac-11f1-8f47-bc2411833e01";"";"886112545987";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP CZ101AE - originálny";""
"KB_999000127909";"";"KMP B-T55 (TN 1050)";"1c46389c-92ac-11f1-8179-bc2411833e01";"";"4011324126006";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"KMP Brother TN-1050 - kompatibilný";""
"KB_410210945387";"";"HP 652 Tri-colour, F6V24AE";"1cd02ffc-92ac-11f1-b7ae-bc2411833e01";"";"889296160892";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP F6V24AE - originálny";""
"KB_410211107909";"";"KMP C81V / PGI-525BK, CLI-526C/M/Y";"1cdc37fc-92ac-11f1-b8d5-bc2411833e01";"";"4260324215764";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Canon PGI-525Bk + CLI-526C/M/Y - kompatibilný";""
"KB_410214687909";"";"KMP H168BX (HP 302 Black XL)";"1dc7a020-92ac-11f1-a967-bc2411833e01";"";"4011324211122";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP HP F6U68AE - kompatibilný";""
"KB_999001365098";"";"ETA 002898030";"1f610ce6-92ac-11f1-b549-bc2411833e01";"";"8590393260270";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"";"";"";"";"";"";"";"";"";"ETA Gratus 0028 98030";""
"KB_410211005387";"";"HP 903XL Black, T6M15AE";"1f6b8428-92ac-11f1-a4d7-bc2411833e01";"";"889894729002";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP T6M15AE - originálny";""
"KB_410214697909";"";"KMP H168CX (HP 302 Tri-colour XL)";"20efb9f4-92ac-11f1-91dc-bc2411833e01";"";"4011324211139";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP HP F6U67AE - kompatibilný";""
"KB_410211085387";"";"HP 903 Cyan, T6L87AE";"214b8900-92ac-11f1-8603-bc2411833e01";"";"889894728791";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP T6L87AE - originálny";""
"KB_410210065387";"";"HP C8773EE č.363 žlutá";"23684f7a-92ac-11f1-b0c6-bc2411833e01";"";"829160798424";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP C8773EE - originálny";""
"KB_999013295223";"";"D-LINK WiFi AC USB 3.0 Adaptér (DWA-182)";"23b7f9f8-92ac-11f1-b133-bc2411833e01";"";"790069382239";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"";"";"";"";"";"";"";"";"";"D-Link DWA-182";""
"KB_410211095387";"";"HP 903 Yellow, T6L95AE";"2480101e-92ac-11f1-b5db-bc2411833e01";"";"889894728852";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP T6L95AE - originálny";""
"KB_100000190961";"";"HP 44A Black Laser Toner, CF244A";"253f46e6-92ac-11f1-b060-bc2411833e01";"";"190781977902";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"HP CF244A - originálny";""
"KB_100000222970";"";"BROTHER 31700838 PT-P710BT";"26c53eb2-92ac-11f1-9cad-bc2411833e01";"";"4977766788861";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Pokladničné tlačiarne";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Pokladničné tlačiarne";"";"";"";"";"";"";"";"";"";"Brother PT-P710BT PTP710BTXG1";""
"KB_342200087780";"";"LIMO BAR - Cylinder CO2 425g - Retail";"280ccee8-92ac-11f1-9723-bc2411833e01";"";"793573269065";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Sirupy a fľaše pre výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Sirupy a fľaše pre výrobníky sódy";"";"";"";"";"";"";"";"";"";"Retail Limobar LIMO BAR Cylinder CO2 425 g";""
"KB_100000474544";"";"Maxxo vodní filtry 5+1";"29372d4a-92ac-11f1-9074-bc2411833e01";"";"8595235806388";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"Maxxo Uni 6 ks";""
"KB_100000479063";"";"ALI BT selfie tyč HA12, černá HA12";"2a603dd8-92ac-11f1-8b89-bc2411833e01";"";"8595181169346";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"Aligator HA12 tripod černý 8595181169346";""
"KB_420180167717";"";"CL držák vent. horiz., černý HANDYDRIVEK";"2af859b0-92ac-11f1-95ac-bc2411833e01";"";"8018080251238";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"CellularLine Handy Drive HANDYDRIVEK";""
"KB_100000651903";"";"HP Wireless Mouse 220 Black";"2b9cba6e-92ac-11f1-a700-bc2411833e01";"";"193808642487";"";"";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"";"";"";"";"";"";"";"";"";"HP Wireless Mouse 220 3FV66AA";""
"KB_100000729129";"";"HP Wireless Mouse 220 Red";"2ba662a8-92ac-11f1-bad3-bc2411833e01";"";"193905408610";"";"";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"";"";"";"";"";"";"";"";"";"HP Wireless Mouse 220 7KX10AA";""
"KB_100000729289";"";"Laica Bi-flux filtr C3M Coffee & Tea,3ks";"2d32f7bc-92ac-11f1-a5ea-bc2411833e01";"";"8013240701752";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"Laica Bi-Flux káva a čaj C3M 3 ks";""
"KB_100000421695";"";"ETA 002898050";"2d7ad140-92ac-11f1-97cb-bc2411833e01";"";"8590393250240";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"";"";"";"";"";"";"";"";"";"ETA Gratus 0028 98050";""
"KB_100000729323";"";"LIMO BAR TWIN - White";"2dd93938-92ac-11f1-b88d-bc2411833e01";"";"8594183190167";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"LIMO BAR TWIN White";""
"KB_999000455098";"";"ETA 002800860";"2e13e812-92ac-11f1-b4dd-bc2411833e01";"";"8592417769950";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"";"";"";"";"";"";"";"";"";"ETA Gratus 0028 00860";""
"KB_100000287818";"";"Philips SQM3642/00 TV držák na zeď";"2e52ac5a-92ac-11f1-9022-bc2411833e01";"";"6959033844713";"";"";"TV, audio a video > Príslušenstvo k TV, audio, video > TV držiaky";"TV, audio a video > Príslušenstvo k TV, audio, video > TV držiaky";"";"";"";"";"";"";"";"";"";"Philips SQM3642";""
"KB_100000455883";"";"Fixed držák ICON Air Vent, FIXIC-VENT-BK";"2ec1b9ce-92ac-11f1-9793-bc2411833e01";"";"8591680095469";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"FIXED Icon Air Vent FIXIC-VENT-BK";""
"KB_100000196881";"";"TP-LINK WiFi AC1300 (Deco M5 3-pack)";"2f0c0f1a-92ac-11f1-8b85-bc2411833e01";"";"6935364080839";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco M5 3ks";""
"KB_100000158624";"";"Fujifilm INSTAX MINI EU 2 GLOSSY 10X2/PK";"2fef7b56-92ac-11f1-a340-bc2411833e01";"";"4547410364866";"";"";"TV, audio a video > Foto a optika > Príslušenstvo > Ostatné príslušenstvo k fotoaparátom";"TV, audio a video > Foto a optika > Príslušenstvo > Ostatné príslušenstvo k fotoaparátom";"";"";"";"";"";"";"";"";"";"Fujifilm Instax Mini glossy 20ks";""
"KB_100000236691";"";"LIMO BAR Edge - Red";"3044522a-92ac-11f1-b555-bc2411833e01";"";"8594172540010";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"LIMO BAR Edge Red";""
"KB_100000473691";"";"Steba Sendvičovač 3v1 SG 55";"30871858-92ac-11f1-bdb5-bc2411833e01";"";"4011833301963";"";"";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";"";"";"";"";"";"";"";"";"";"Steba SG 55";""
"KB_100000800050";"";"Leifheit Mop na podlahu PICO SPRAY";"326da902-92ac-11f1-be52-bc2411833e01";"";"4006501565907";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"";"";"";"";"";"";"";"";"";"Leifheit 56590 Pico Spray podlahový mop";""
"KB_100000236692";"";"LIMO BAR Edge - Grey";"330e4b78-92ac-11f1-8bcc-bc2411833e01";"";"8594172540027";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"LIMO BAR Edge Grey";""
"KB_100000729253";"";"Laica XXL Milano bílá";"3317d6e8-92ac-11f1-b3b8-bc2411833e01";"";"8013240705514";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Filtračné kanvice";"";"";"";"";"";"";"";"";"";"Laica Milano XXL J81-AA biela";""
"KB_100000905607";"";"TP-LINK Archer MR600 4G LTE WiFI Router";"334b8196-92ac-11f1-8d5a-bc2411833e01";"";"6935364089832";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Archer MR600";""
"KB_100000729322";"";"LIMO BAR TWIN - Black";"3356ea36-92ac-11f1-965a-bc2411833e01";"";"8594183190211";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"LIMO BAR TWIN Black";""
"KB_100000729324";"";"LIMO BAR TWIN - Black/Silver";"3362da58-92ac-11f1-b9a7-bc2411833e01";"";"8594183190174";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy";"";"";"";"";"";"";"";"";"";"LIMO BAR TWIN Black/Silver";""
"KB_100001117730";"";"Bialetti Set Mini Express ""R"" Kandinsky";"33b4da38-92ac-11f1-933c-bc2411833e01";"";"8006363030465";"";"";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"";"";"";"";"";"";"";"";"";"Bialetti Mini Express Set 2 Kandinsky";""
"KB_100000800099";"";"Leifheit Pěnová stěrka na podlahy SOFT &";"3433cbfe-92ac-11f1-ad97-bc2411833e01";"";"4006501552433";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čističe okien";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čističe okien";"";"";"";"";"";"";"";"";"";"Leifheit 55243 Soft & Easy penová stierka na podlahy";""
"KB_100001162126";"";"Maxxo vakuovací rolky 40x1000cm";"36f0caea-92ac-11f1-be10-bc2411833e01";"";"8595235802915";"";"";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky";"";"";"";"";"";"";"";"";"";"Maxxo MDSVB_004 40 x 1000 cm 1 ks";""
"KB_100000902816";"";"ETA 418191000";"37c978f4-92ac-11f1-b863-bc2411833e01";"";"8590393325238";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"";"";"";"";"";"";"";"";"";"MAXXO Termo poháre Ristretto 2 x 80 ml";""
"KB_100001117729";"";"Bialetti Set Mini Express ""R"" Magrite";"380b95ae-92ac-11f1-94e5-bc2411833e01";"";"8006363030458";"";"";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy";"";"";"";"";"";"";"";"";"";"Bialetti Mini Express Set 2 Magrite";""
"KB_100000980758";"";"Vileda Universal sušák na prádlo 18m";"3846e168-92ac-11f1-8b64-bc2411833e01";"";"4023103140592";"";"";"Domáce spotrebiče > Malé spotrebiče > Žehličky > Sušiaky na bielizeň";"Domáce spotrebiče > Malé spotrebiče > Žehličky > Sušiaky na bielizeň";"";"";"";"";"";"";"";"";"";"Vileda Universal sušiak 18 m 157241";""
"KB_100000375610";"";"TP-LINK WiFi AC1200 (Deco M4 2-pack)";"3a43794a-92ac-11f1-8c48-bc2411833e01";"";"6935364084189";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco M4, 2ks";""
"KB_100000224396";"";"Evolveo Ania 5R, chladicí podst. pro NTB";"3b668b96-92ac-11f1-89a0-bc2411833e01";"";"8594161339113";"";"";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k notebookom > Ostatné príslušenstvo k notebookom";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k notebookom > Ostatné príslušenstvo k notebookom";"";"";"";"";"";"";"";"";"";"Evolveo Ania 5R ANIA5R";""
"KB_100001124322";"";"Hori XONE/XSX/PC Racing Wheel Overdrive";"3c57df8c-92ac-11f1-b413-bc2411833e01";"";"810050910187";"";"";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Herné ovládače > Volanty";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Herné ovládače > Volanty";"";"";"";"";"";"";"";"";"";"Hori Racing Wheel Overdrive HRX364330";""
"KB_100001188938";"";"TP-LINK Archer C54 AC1200 Router";"3d128fc6-92ac-11f1-baee-bc2411833e01";"";"6935364089337";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Archer C54";""
"KB_700130367798";"";"TP-LINK UH720 USB 3.0 7-Port Hub";"3de352c8-92ac-11f1-88bc-bc2411833e01";"";"6935364010041";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Sieťové karty";"";"";"";"";"";"";"";"";"";"TP-Link UH720";""
"KB_100000654805";"";"TP-LINK WiFi AC1200 (Deco E4 3-pack)";"3decf7ba-92ac-11f1-8f96-bc2411833e01";"";"6935364086794";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco E4, 3ks";""
"KB_100001259471";"";"ETA 230290000";"3df6e266-92ac-11f1-80e3-bc2411833e01";"";"8590393254842";"";"";"Domáce spotrebiče > Malé spotrebiče > Sušičky potravín";"Domáce spotrebiče > Malé spotrebiče > Sušičky potravín";"";"";"";"";"";"";"";"";"";"ETA Vital Air II 2302 90000";""
"KB_100000456589";"";"TP-LINK WiFi AC1200 (Deco M4 3-pack)";"3e5a4e82-92ac-11f1-97c4-bc2411833e01";"";"6935364085179";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco M4, 3ks";""
"KB_100001259470";"";"ETA 507590000";"3ef61eb6-92ac-11f1-98db-bc2411833e01";"";"8590393259755";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mlynčeky na mäso";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mlynčeky na mäso";"";"";"";"";"";"";"";"";"";"ETA Ambo III 5075 90000";""
"KB_100000652147";"";"HP 912 Magenta, 3YL78AE";"3fe8e4b6-92ac-11f1-a72e-bc2411833e01";"";"192545866750";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP 3YL78AE - originálny";""
"KB_100001393017";"";"KMP C110 (PGI-580XXL BK)";"40e2dc5a-92ac-11f1-89c1-bc2411833e01";"";"4011324371598";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Canon PGI-580XXL PGBK - kompatibilný";""
"KB_100001393018";"";"KMP C111 (CLI-581XXL BK)";"40ee14f8-92ac-11f1-9463-bc2411833e01";"";"4011324371604";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Canon CLI-581XXL BK - kompatibilný";""
"KB_100001124015";"";"HP 653 Black, 3YM75AE";"40f78682-92ac-11f1-ad63-bc2411833e01";"";"193905429509";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP 3YM75AE - originálny";""
