ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
B0572B;https://premiumstore.sk/powerbanka-emos-alphaq3-20-000-mah-22-5-w-cerna#73663;Powerbanka EMOS AlphaQ3, 20 000 mAh, 22,5 W, černá;;;;;0.00;0;ZIADNA
B0571B;https://premiumstore.sk/powerbanka-emos-alphaq3-10-000-mah-22-5-w-cerna#73662;Powerbanka EMOS AlphaQ3, 10 000 mAh, 22,5 W, černá;;;;;0.00;0;ZIADNA
Z6915;https://premiumstore.sk/zarovka-emos-z6915-do-pecici-trouby-t22-e14-15-w-58-lm-300-c#73649;Žárovka EMOS Z6915 do pečicí trouby T22 / E14 / 15 W / 58 lm / 300 °C;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;7.57;1;NIZKA
P3543;https://premiumstore.sk/celovka-emos-p3543-led-nabijeci-medved-80-lm-7-m-li-pol-500-mah#73646;Čelovka EMOS P3543 LED nabíjecí medvěd, 80 lm, 7 m, Li-Pol 500 mAh;;"Typ PVB (""hranaté"") 160 - 500 A";"Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ PVB (""hranaté"") 160 - 500 A";typ-pvb-hranate-160-500-a;8.27;1;NIZKA
P0024FR;https://premiumstore.sk/zasuvka-rozbocovaci-emos-p0024fr-3-kulata-bila#73596;Zásuvka rozbočovací EMOS P0024FR 3×, kulatá, bílá;;;;;0.00;0;ZIADNA
MPL-700-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpl-700-12-ups-700w-12v-cisty-sinus-podpora-lifepo4#73578;Záložní zdroj MHPower MPL-700-12 UPS 700W 12V čistý sinus podpora LiFePO4;;Nabíjačky LiFePO4;Fotovoltaika a energie > Nabíjačky > Nabíjačky LiFePO4;nabijacky-lifepo4;7.86;1;NIZKA
MPL-500-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpl-500-12-ups-500w-12v-cisty-sinus-podpora-lifepo4#73577;Záložní zdroj MHPower MPL-500-12 UPS 500W 12V čistý sinus podpora LiFePO4;;"Typ PVB (""hranaté"") 160 - 500 A";"Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ PVB (""hranaté"") 160 - 500 A";typ-pvb-hranate-160-500-a;8.27;1;NIZKA
MPL-300-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpl-300-12-ups-300w-12v-cisty-sinus-podpora-lifepo4#73568;Záložní zdroj MHPower MPL-300-12 UPS 300W 12V čistý sinus podpora LiFePO4;;Nabíjačky LiFePO4;Fotovoltaika a energie > Nabíjačky > Nabíjačky LiFePO4;nabijacky-lifepo4;7.86;1;NIZKA
S-SAFE750MAX-75F;https://premiumstore.sk/set-hasici-sprej-safe-750-max-drzak-safe75f#73522;SET Hasicí sprej SAFE 750 MAX + držák SAFE75F;;Hasicí prístroje;Auto-moto > Garáž, Dielňa, Servis > Hasicí prístroje;hasici-pristroje-2;7.86;1;NIZKA
SAFE750MAX;https://premiumstore.sk/hasici-sprej-safe-750-max#73521;Hasicí sprej SAFE 750 MAX;;Hasicí prístroje;Auto-moto > Garáž, Dielňa, Servis > Hasicí prístroje;hasici-pristroje-2;7.86;1;NIZKA
P56601FR;https://premiumstore.sk/termostat-emos-p56601fr-gosmart-do-zasuvky-s-funkci-digitalniho-casovace-2v1-s-wifi#73480;Termostat EMOS P56601FR GoSmart do zásuvky s funkcí digitálního časovače 2v1 s WiFi;;WiFi routery;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery;wifi-routery;8.27;1;NIZKA
P56503X;https://premiumstore.sk/detektor-koure-emos-p56503x-tss910a#73479;Detektor kouře EMOS P56503X / TSS910A;;Detektor pohybu;Bezpečnosť a smart domácnosť > Smart domácnosť > Smart zabezpečenie > Detektor pohybu;detektor-pohybu;8.27;1;NIZKA
ZN2130;https://premiumstore.sk/led-nouzove-osvetleni-emos-nessi-zn2130-4w-3h-ip66#73469;LED nouzové osvětlení EMOS / NESSI ZN2130 / 4W, 3h, IP66;;Skrine STONE IP55 - IP66;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Rozvádzače samostatné > Skrine STONE IP55 - IP66;skrine-stone-ip55-ip66;8.27;1;NIZKA
ZN2120;https://premiumstore.sk/led-nouzove-osvetleni-emos-nessi-zn2120-3w-3h-ip65#73468;LED nouzové osvětlení EMOS / NESSI ZN2120 / 3W, 3h, IP65;;Vypínače a zásuvky ATLAS IP65;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP65;vypinace-a-zasuvky-atlas-ip65;6.66;1;NIZKA
ZN1340;https://premiumstore.sk/led-nouzove-osvetleni-emos-orsu-zn1340-2w-300lm-3h-ip20#73467;LED nouzové osvětlení EMOS / ORSU ZN1340 / 2W, 300lm, 3h, IP20;;Kryté můstky (IP20);Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu > Kryté můstky (IP20);kryte-mustky--ip20;7.86;1;NIZKA
ZN1330;https://premiumstore.sk/led-nouzove-osvetleni-emos-orsu-zn1330-1w-130lm-3h-ip20#73466;LED nouzové osvětlení EMOS / ORSU ZN1330 / 1W, 130lm, 3h, IP20;;Kryté můstky (IP20);Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu > Kryté můstky (IP20);kryte-mustky--ip20;7.86;1;NIZKA
ZN1120;https://premiumstore.sk/led-nouzove-osvetleni-emos-nessi-zn1120-10w-3h-ip66#73465;LED nouzové osvětlení EMOS / NESSI ZN1120 / 10W, 3h, IP66;;Skrine STONE IP55 - IP66;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Rozvádzače samostatné > Skrine STONE IP55 - IP66;skrine-stone-ip55-ip66;8.27;1;NIZKA
H4034;https://premiumstore.sk/gosmart-emos-ip-21poe-h4034-videozvonek-s-klavesnici#73383;GoSmart EMOS IP-21PoE /H4034/ videozvonek s klávesnicí;;;;;0.00;0;ZIADNA
H4033;https://premiumstore.sk/gosmart-emos-ip-20poe-h4033-videozvonek#73382;GoSmart EMOS IP-20PoE /H4033/ videozvonek;;;;;0.00;0;ZIADNA
8595689812997;https://premiumstore.sk/multiprepinac-tesla-by-teletek-5-8#73308;Multipřepínač TESLA by TeleTek 5/8;;;;;0.00;0;ZIADNA
B27216;https://premiumstore.sk/nabijeci-baterie-gp-recharge-2100-aa-hr6-6kusu-cena-blistr#73291;Nabíjecí baterie GP Recharge 2100 AA (HR6), 6kusů --CENA BLISTR--;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
P3120;https://premiumstore.sk/led-nabijeci-kovova-svitilna-emos-p3120-300-lm-700-mah#73288;LED nabíjecí kovová svítilna EMOS P3120, 300 lm, 700 mAh;;Kovová revízne dvierka;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Revízne dvierka > Kovová revízne dvierka;kovova-revizne-dvierka;7.57;1;NIZKA
P3122;https://premiumstore.sk/led-nabijeci-kovova-svitilna-emos-p3122-3000-lm-5000-mah#73287;LED nabíjecí kovová svítilna EMOS P3122, 3000 lm, 5000 mAh;;Kovová revízne dvierka;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Revízne dvierka > Kovová revízne dvierka;kovova-revizne-dvierka;7.57;1;NIZKA
P3121;https://premiumstore.sk/led-nabijeci-kovova-svitilna-emos-p3121-1200-lm-2200-mah#73286;LED nabíjecí kovová svítilna EMOS P3121, 1200 lm, 2200 mAh;;Kovová revízne dvierka;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Revízne dvierka > Kovová revízne dvierka;kovova-revizne-dvierka;7.57;1;NIZKA
ZN1320;https://premiumstore.sk/led-nouzove-osvetleni-emos-orsu-zn1320-6w-450lm-3h-ip20#73177;LED nouzové osvětlení EMOS / ORSU ZN1320 / 6W, 450lm, 3h, IP20;;Kryté můstky (IP20);Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu > Kryté můstky (IP20);kryte-mustky--ip20;7.86;1;NIZKA
XTRA4210N G3 BLE;https://premiumstore.sk/solarni-regulator-mppt-epever-xtra4210n-g3-ble-12-24v-40a-100v-bluetooth#73176;Solární regulátor MPPT Epever XTRA4210N G3 BLE, 12/24V, 40A, 100V, Bluetooth;;Solárne regulátory MPPT;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT;solarne-regulatory-mppt;8.27;1;NIZKA
SCC125085411;https://premiumstore.sk/solarni-regulator-mppt-victron-energy-smartsolar-250-85-tr-ve-can#73172;Solární regulátor MPPT Victron Energy SmartSolar 250/85-Tr VE.Can;;Solárne regulátory MPPT;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT;solarne-regulatory-mppt;8.27;1;NIZKA
SCC010020050;https://premiumstore.sk/solarni-regulator-pwm-victron-energy-bluesolar-lcd-usb-20a#73170;"Solární regulátor PWM Victron Energy BlueSolar-LCD&amp;USB 20A";;Solárne regulátory PWM;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory PWM;solarne-regulatory-pwm;8.27;1;NIZKA
SZ-100-FC-B;https://premiumstore.sk/fotovoltaicky-solarni-panel-solarfam-sz-100-fc-b#73169;Fotovoltaický solární panel SOLARFAM SZ-100-FC-B;;Typ UVB 100 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A;typ-uvb-100-a;7.35;1;NIZKA
SZ-200-FC-B;https://premiumstore.sk/fotovoltaicky-solarni-panel-solarfam-sz-200-cpc-b-18v#73168;Fotovoltaický solární panel SOLARFAM SZ-200-CPC-B-18V;;Typ UVB 200 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 200 A;typ-uvb-200-a;8.27;1;NIZKA
PW56201;https://premiumstore.sk/hodiny-zavlazovaci-gosmart-emos-pw56201-bluetooth-5-0-1-vystup#73146;Hodiny zavlažovací GoSmart EMOS PW56201, Bluetooth 5.0, 1 výstup;;Adaptéry Bluetooth;TV, audio a video > Mobily a tablety > Adaptéry Bluetooth;adaptery-bluetooth;7.17;1;NIZKA
P5507N;https://premiumstore.sk/spinaci-digitalni-zasuvka-emos-p5507n-venkovni-ip44#73144;Spínací digitální zásuvka EMOS P5507N venkovní IP44;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
B0161M;https://premiumstore.sk/baterie-gp-b0161m-super-alkaline-12xaa-12xaaa-mini-ventilator#73125;Baterie GP B0161M Super Alkaline 12xAA + 12xAAA + mini ventilátor;;Mini chladničky;Domáce spotrebiče > Malé spotrebiče > Mini chladničky;mini-chladnicky;7.57;1;NIZKA
XTRA3210N-XDS2 G3 BLE;https://premiumstore.sk/solarni-regulator-mppt-epever-xtra3210n-g3-ble-12-24v-30a-100v-bluetooth#73116;Solární regulátor MPPT Epever XTRA3210N G3 BLE, 12/24V, 30A, 100V, Bluetooth;;Solárne regulátory MPPT;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT;solarne-regulatory-mppt;8.27;1;NIZKA
ZCW34BR;https://premiumstore.sk/led-stojaci-lampa-gosmart-emos-zcw34br-cerna-175-cm-tepla-bila-rgb-wifi#73075;LED stojací lampa GoSmart EMOS ZCW34BR, černá, 175 cm, teplá bílá / RGB, WiFi;;WiFi routery;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery;wifi-routery;8.27;1;NIZKA
ZIW15CR;https://premiumstore.sk/led-bodove-svitidlo-gosmart-emos-ziw15cr-retez-255-cm-12-dilu-7-w-rgbic-cct-stmivatelne-wifi#73074;LED bodové svítidlo GoSmart EMOS ZIW15CR – řetěz 255 cm, 12 dílů, 7 W, RGBIC+CCT, stmívatelné, WiFi;;WiFi routery;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery;wifi-routery;8.27;1;NIZKA
5900779931022;https://premiumstore.sk/vak-vodotesny-trizand-20l-55-x-37cm-cerny#73059;Vak vodotěsný Trizand 20l 55 x 37cm černý;;;;;0.00;0;ZIADNA
5900779931046;https://premiumstore.sk/vak-vodotesny-trizand-30l-53-x-71cm-cerny#73058;Vak vodotěsný Trizand 30l 53 x 71cm černý;;;;;0.00;0;ZIADNA
5900779931015;https://premiumstore.sk/vak-vodotesny-trizand-10l-48-x-31cm-cerny#73057;Vak vodotěsný Trizand 10l - 48 x 31cm černý;;;;;0.00;0;ZIADNA
V06G120;https://premiumstore.sk/nabijecka-usb-emos-v06g120-gan-pd-univerzalni-5a-120w-max#73051;Nabíječka USB EMOS V06G120 GaN PD univerzální 5A (120W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
V05G65;https://premiumstore.sk/nabijecka-usb-emos-v05g65-gan-pd-univerzalni-3-25a-65w-max#73050;Nabíječka USB EMOS V05G65 GaN PD univerzální 3.25A (65W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
V04G45;https://premiumstore.sk/nabijecka-usb-emos-v04g45-gan-pd-univerzalni-3a-45w-max#73049;Nabíječka USB EMOS V04G45 GaN PD univerzální 3A (45W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
V01G20;https://premiumstore.sk/nabijecka-usb-emos-v01g20-gan-pd-univerzalni-3a-20w-max#73048;Nabíječka USB EMOS V01G20 GaN PD univerzální 3A (20W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
V03G35;https://premiumstore.sk/nabijecka-usb-emos-v03g35-gan-pd-univerzalni-3a-35w-max#73047;Nabíječka USB EMOS V03G35 GaN PD univerzální 3A (35W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
V02B15;https://premiumstore.sk/nabijecka-usb-emos-v02b15-basic-univerzalni-3a-15w-max#73046;Nabíječka USB EMOS V02B15 BASIC univerzální 3A (15W) max.;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
P1412SM;https://premiumstore.sk/prodluzovaci-kabel-emos-p1412sm-gosmart-2-m-4-zasuvky-s-vyp-s-usb-bila-cerna-pvc-1-5-mm2#73042;Prodlužovací kabel EMOS P1412SM GoSmart 2 m / 4 zásuvky / s vyp. / s USB / bílá-černá / PVC / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
M395B;https://premiumstore.sk/napajeci-zdroj-modul-wx-dc2416-100-265vac-36vdc-5a#73033;Ostatní Napájecí zdroj-modul WX-DC2416 100-265VAC/36VDC 5A;;Typ UVB 100 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A;typ-uvb-100-a;7.35;1;NIZKA
ZM9001;https://premiumstore.sk/zavesna-sada-emos-zm9001-pro-led-svitidla-cerna#72966;Závěsná sada EMOS ZM9001 pro LED svítidla černá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZM9000;https://premiumstore.sk/zavesna-sada-emos-zm9000-pro-led-svitidla-bila#72965;Závěsná sada EMOS ZM9000 pro LED svítidla bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P8512;https://premiumstore.sk/led-nabijeci-rucni-svitilna-gp-discovery-cr42-1000-lm-li-ion-18650#72955;LED nabíjecí ruční svítilna GP Discovery CR42, 1000 lm + Li-ion 18650;;Li-Ion nabíjacie akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Li-Ion nabíjacie akumulátory;li-ion-nabijacie-akumulatory;8.27;1;NIZKA
B3191G;https://premiumstore.sk/alkalicka-knoflikova-baterie-gp-191f-lr1120-ks-prodej#72954;Alkalická knoflíková baterie GP 191F (LR1120), ks prodej;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
H6102;https://premiumstore.sk/vodni-fontana-emos-h6102-gosmart-2-6-l-seda-wi-fi#72826;Vodní fontána EMOS H6102 GoSmart, 2,6 l, šedá, Wi-Fi;;;;;0.00;0;ZIADNA
H6001;https://premiumstore.sk/davkovac-krmiva-emos-h6001-pet-care-4-l-cerny#72825;Dávkovač krmiva EMOS H6001 Pet Care, 4 l, černý;;Dávkovače krmiva;Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva;davkovace-krmiva;7.86;1;NIZKA
H6002;https://premiumstore.sk/davkovac-krmiva-emos-h6002-gosmart-4-l-cerny-wi-fi#72824;Dávkovač krmiva EMOS H6002 GoSmart, 4 l, černý, Wi-Fi;;Dávkovače krmiva;Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva;davkovace-krmiva;7.86;1;NIZKA
H6101;https://premiumstore.sk/vodni-fontana-emos-h6101-pet-care-2-6-l-seda#72823;Vodní fontána EMOS H6101 Pet Care, 2,6 l, šedá;;;;;0.00;0;ZIADNA
H6004;https://premiumstore.sk/davkovac-krmiva-s-kamerou-emos-h6004-gosmart-4-l-cerny-wi-fi#72822;Dávkovač krmiva s kamerou EMOS H6004 GoSmart, 4 l, černý, Wi-Fi;;Dávkovače krmiva;Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva;davkovace-krmiva;7.86;1;NIZKA
H6006;https://premiumstore.sk/davkovac-krmiva-s-kamerou-emos-h6006-gosmart-6-l-cerny-wi-fi#72821;Dávkovač krmiva s kamerou EMOS H6006 GoSmart, 6 l, černý, Wi-Fi;;Dávkovače krmiva;Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva;davkovace-krmiva;7.86;1;NIZKA
H6901;https://premiumstore.sk/filter-kit-emos-h6901-pro-vodni-fontany-pet-201-h6101-a-pet-202-h6102#72820;Filter kit EMOS H6901 pro vodní fontány PET-201 (H6101) a PET-202 (H6102);;Fontány;Zdravie a starostlivosť > Chovateľské potreby > Fontány;fontany;7.86;1;NIZKA
L721525;https://premiumstore.sk/legrand-suno-ramecek-petinasobny-cerny#72811;Legrand Suno rámeček pětinásobný černý;;;;;0.00;0;ZIADNA
L721524;https://premiumstore.sk/legrand-suno-ramecek-ctyrnasobny-cerny#72810;Legrand Suno rámeček čtyřnásobný černý;;;;;0.00;0;ZIADNA
L721523;https://premiumstore.sk/legrand-suno-ramecek-trojnasobny-cerny#72809;Legrand Suno rámeček trojnásobný černý;;;;;0.00;0;ZIADNA
L721505;https://premiumstore.sk/legrand-suno-ramecek-petinasobny-bily#72807;Legrand Suno rámeček pětinásobný bílý;;;;;0.00;0;ZIADNA
L721503;https://premiumstore.sk/legrand-suno-ramecek-trojnasobny-bily#72806;Legrand Suno rámeček trojnásobný bílý;;;;;0.00;0;ZIADNA
L721502;https://premiumstore.sk/legrand-suno-ramecek-dvojnasobny-bily#72805;Legrand Suno rámeček dvojnásobný bílý;;;;;0.00;0;ZIADNA
L721409;https://premiumstore.sk/legrand-suno-ovladac-tlacitkovy-zapinaci-1-0-cerny#72803;Legrand Suno ovladač tlačítkový zapínací 1/0, černý;;;;;0.00;0;ZIADNA
L721407;https://premiumstore.sk/legrand-suno-prepinac-krizovy-c-7-cerny#72802;Legrand Suno přepínač křížový č. 7, černý;;;;;0.00;0;ZIADNA
L721406;https://premiumstore.sk/legrand-suno-prepinac-stridavy-c-6-cerny#72801;Legrand Suno přepínač střídavý č. 6, černý;;;;;0.00;0;ZIADNA
L721405;https://premiumstore.sk/legrand-suno-prepinac-seriovy-c-5-cerny#72800;Legrand Suno přepínač sériový č. 5, černý;;;;;0.00;0;ZIADNA
L721401;https://premiumstore.sk/legrand-suno-spinac-c-1-cerny#72799;Legrand Suno spínač č. 1, černý;;;;;0.00;0;ZIADNA
L721107;https://premiumstore.sk/legrand-suno-prepinac-krizovy-c-7-bily#72797;Legrand Suno přepínač křížový č. 7, bílý;;;;;0.00;0;ZIADNA
L721106;https://premiumstore.sk/legrand-suno-prepinac-stridavy-c-6-bily#72796;Legrand Suno přepínač střídavý č. 6, bílý;;;;;0.00;0;ZIADNA
L721105;https://premiumstore.sk/legrand-suno-prepinac-seriovy-c-5-bily#72795;Legrand Suno přepínač sériový č. 5, bílý;;;;;0.00;0;ZIADNA
L721101;https://premiumstore.sk/legrand-suno-spinac-c-1-bily#72794;Legrand Suno spínač č. 1, bílý;;;;;0.00;0;ZIADNA
L721489;https://premiumstore.sk/legrand-suno-zasuvka-usb-c-cerna#72793;Legrand Suno zásuvka USB-C, černá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
L721486;https://premiumstore.sk/legrand-suno-zasuvka-jednonasobna-ip44-cerna#72792;Legrand Suno zásuvka jednonásobná, IP44, černá;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
L721482;https://premiumstore.sk/legrand-suno-zasuvka-dvojnasobna-cerna#72791;Legrand Suno zásuvka dvojnásobná, černá;;;;;0.00;0;ZIADNA
L721480;https://premiumstore.sk/legrand-suno-zasuvka-jednonasobna-cerna-l721480#72790;Legrand Suno zásuvka jednonásobná, černá, L721480;;;;;0.00;0;ZIADNA
L721467;https://premiumstore.sk/legrand-suno-zasuvka-tv-rd-sat-cerna-l721467#72789;Legrand Suno zásuvka TV-RD-SAT, černá, L721467;;Mobilné TV a SAT antény;Auto-moto > Karavany a obytná autá > Mobilné TV a SAT antény;mobilne-tv-a-sat-anteny;6.76;1;NIZKA
L721189;https://premiumstore.sk/legrand-suno-zasuvka-jednonasobna-usb-c-bila#72788;Legrand Suno zásuvka jednonásobná, USB-C bílá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
L721186;https://premiumstore.sk/legrand-suno-zasuvka-jednonasobna-ip44-bila#72787;Legrand Suno zásuvka jednonásobná, IP44, bílá;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
L721180;https://premiumstore.sk/legrand-suno-zasuvka-jednonasobna-bila#72786;Legrand Suno zásuvka jednonásobná, bílá;;;;;0.00;0;ZIADNA
L721167;https://premiumstore.sk/zasuvka-sa-tv-r-koncova-legrand-suno-l721167-1-5-db#72785;Zásuvka SA+TV+R koncová Legrand Suno L721167 /1.5 dB/;;;;;0.00;0;ZIADNA
P0028N;https://premiumstore.sk/zasuvka-emos-p0028n-rozbocovaci-zasuvka-2-bila#72781;Zásuvka EMOS P0028N rozbočovací zásuvka 2×, bílá;;;;;0.00;0;ZIADNA
D730429;https://premiumstore.sk/vypinac-zasuvka-emos-d730429-cyklone-kombinovany-c-6-nastenny-ip55#72774;Vypínač + Zásuvka EMOS D730429 Cyklone kombinovaný C.6 nástěnný IP55;;Vypínače a zásuvky ATLAS IP55;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP55;vypinace-a-zasuvky-atlas-ip55;7.86;1;NIZKA
D730427;https://premiumstore.sk/ovladac-emos-d730427-cyklone-tlacitkovy-1-0-ip55#72773;Ovládač EMOS D730427 Cyklone tlačítkový 1/0, IP55;;Vypínače a zásuvky ATLAS IP55;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP55;vypinace-a-zasuvky-atlas-ip55;7.86;1;NIZKA
D730422;https://premiumstore.sk/vypinac-prepinac-emos-d730422-cyklone-nastenny-c-1-6-ip55#72772;Vypínač/Přepínač EMOS D730422 Cyklone nástěnný C.1,6 IP55;;Vypínače a zásuvky ATLAS IP55;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP55;vypinace-a-zasuvky-atlas-ip55;7.86;1;NIZKA
D730421;https://premiumstore.sk/emos-d730421-cyklone-zasuvka-nastenna-dvojita-16a-250v-ip55-seda#72771;EMOS D730421 Cyklone zásuvka nástěnná dvojitá 16A/250V IP55 šedá;;Stropné a nástenná svietidlá;Elektroinštalačný materiál > Osvetlenie > Svietidlá > Vnútorné osvetlenie > Stropné a nástenná svietidlá;stropne-a-nastenna-svietidla;8.27;1;NIZKA
JQ350A-600V;https://premiumstore.sk/konektor-anderson-silovy-jq350a-600v-350a-600v-sedy#72689;Ostatní Konektor Anderson silový JQ350A-600V, 350A 600V, šedý;;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
JQ175A-600V;https://premiumstore.sk/konektor-anderson-silovy-jq175a-600v-175a-600v-sedy#72688;Ostatní Konektor Anderson silový JQ175A-600V, 175A 600V, šedý;;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
JQ120A-600V;https://premiumstore.sk/konektor-anderson-silovy-jq120a-600v-120a-600v-sedy#72687;Ostatní Konektor Anderson silový JQ120A-600V, 120A 600V, šedý;;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
