"id";"parentId";"parentUrl";"expandInMenu";"visible";"priority";"access";"title";"linkText";"url";"topDescription";"bottomDescription";"metaTitle";"metaDescription"
"51051";"49644";"chovatelske-potreby";"0";"0";"";"1";"Ostatné chovateľské potreby";"Ostatné chovateľské potreby";"ostatne-chovatelske-potreby";"";"";"";""
