"shopId","shopName","PRODUCT","PRODUCTNAME","ITEM_ID","URL","CATEGORYTEXT","PRICE_VAT","EAN","suggestEan","suggestProductName","suggestCategoryTree","suggestPriceMin","suggestPriceMax","suggestProductUrl"
"4603","Premiumstore.sk","Sunny napájecí adaptér 15V, 1,6A, 24W - spínaný","","AT_ABT-A500000624","https://www.premiumstore.sk/sunny-napajeci-adapter-15v--1-6a--24w-spinany/","Bezpečnosť a smart domácnosť | Kamerové systémy | PRÍSLUŠENSTVO | Napájacie zdroje","12.5","","","","","","",""
"4603","Premiumstore.sk","Anténní rozbočovač Toner XGVS-16D31 - 16x F - (5 -1200MHz), útlum 16dB","","AT_TCZ-1006538","https://www.premiumstore.sk/antenni-rozbocovac-toner-xgvs-16d31-16x-f-5-1200mhz-utlum-16db/","Heureka.sk | Elektronika | TV, audio, video | Príslušenstvo k TV, audio-video | Príslušenstvo k TV | Antény | Televízne antény DVB-T a DVB-T2","68","","","","","","",""
"4603","Premiumstore.sk","Elokance STM12AC Floor Monitors","","MON_STM12AC","https://www.premiumstore.sk/elokance-stm12ac-floor-monitors/","Profesionálna audio technika | Pódium, diskotéka, DJ | reproduktorové systémy | aktívne","304","3700752702685","","","","","",""
"4603","Premiumstore.sk","Kamera Ezviz H8c PoE 2K Vonkajšia otočná IP, 4MP, 4mm","","PEN_70293588","https://www.premiumstore.sk/kamera-ezviz-h8c-poe-2k-vonkajsia-otocna-ip--4mp--4mm/","Heureka.sk | Elektronika | Počítače a notebooky | Sieťové prvky | IP kamery","53","6941545632261","6941545632261","EZVIZ CS-H8c3MP PoE","Elektronika | Počítače a notebooky | Sieťové prvky | IP kamery","53.19","74.88","ip-kamery.heureka.sk/ezviz-cs-h8c3mp-poe"
"4603","Premiumstore.sk","Monacor KU-616T Tlakový driver, odolný voči počasiu","","MON_KU-616T","https://www.premiumstore.sk/monacor-ku-616t-tlakovy-driver--odolny-voci-pocasiu/","Profesionálna audio technika | Plošné ozvučenie (100V rozhlasové ozvučenie) | Reproduktory | tlakové 100V","63","4007754031904","","","","","",""
"4603","Premiumstore.sk","Solight sada 3 LED vianočných darčekov, 48x LED, IP44, 230V, biele prevedenie","","SOL_1V304","https://www.premiumstore.sk/solight-sada-3-led-vianocnych-darcekov--48x-led--ip44--230v--biele-prevedenie/","Heureka.sk | Bývanie a doplnky | Bytové dekorácie | Sviatočné dekorácie | Vianoce | Vianočné osvetlenie","30.5","","","","","","",""
"4603","Premiumstore.sk","Záložní zdroj MHPower MPU-300-12 UPS 300W 12V čistý sinus + baterie","","AT_VB-MPU-300","https://www.premiumstore.sk/zalozni-zdroj-mhpower-mpu-300-12-ups-300w-12v-cisty-sinus-baterie/","Heureka.sk | Elektronika | Počítače a notebooky | Záložné zdroje | UPS","127.9","","","","","","",""
"4603","Premiumstore.sk","CP PLUS CP-LNR-4K3041-P4 Síťový videorekordér (NVR) s kompresí H.265 a PoE pro připojení čtyř IP ka","","AT_CPP-CP-LNR-4K3041-P4","https://www.premiumstore.sk/cp-plus-cp-lnr-4k3041-p4-sitovy-videorekorder--nvr--s-kompresi-h-265-a-poe-pro-pripojeni-ctyr-ip-ka/","Bezpečnosť a smart domácnosť | Kamerové systémy | IP sieťové videorekordéry (NVR) | 4 kanály","192.5","4250593450300","","","","","",""
"4603","Premiumstore.sk","Elokance EPRO10A Active Loudspeaker","","MON_EPRO10A","https://www.premiumstore.sk/elokance-epro10a-active-loudspeaker/","Profesionálna audio technika | Pódium, diskotéka, DJ | reproduktorové systémy | aktívne","706","3700752705907","","","","","",""
"4603","Premiumstore.sk","MINIS FORUM M1 Plus Core i5-12600H Mini PC v základnej zostave","","088347","https://www.premiumstore.sk/minis-forum-m1-plus-core-i5-12600h-mini-pc-v-zakladnej-zostave/","TV, audio a video | Počítače a príslušenstvo | Mini PC","405.5","4897118837002","","","","","",""
"4603","Premiumstore.sk","ORG OMNI-TRACK/SW Spottune OMNI TRACK speaker, black","","MON_OMNI-TRACK_SW","https://www.premiumstore.sk/org-omni-track-sw-spottune-omni-track-speaker--black/","Profesionálna audio technika | Plošné ozvučenie (100V rozhlasové ozvučenie) | Bezdrôtové ozvučenie","739","5700002178428","","","","","",""
